id,domain,platform,role,expected,method,weight,weight_reason,status,evidence,defect_ids,limitation
SEC-07,SEC,SHARED,все,Admin API отклоняет обычного пользователя,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,NOT TESTED,,,
SEC-08,SEC,SHARED,все,Rate limit нельзя обойти подменой клиентского заголовка,CODE REVIEW / LOCAL API,3,Существенный пользовательский результат,NOT TESTED,,,
SEC-09,SEC,SHARED,все,Клиентский bundle не содержит серверных секретов,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,NOT TESTED,,,
SEC-10,SEC,SHARED,все,Зависимости проверены по реальной достижимости уязвимостей,CODE REVIEW / LOCAL API,3,Существенный пользовательский результат,NOT TESTED,,,
OPS-01,OPS,SHARED,все,Зафиксирован воспроизводимый release commit/build,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,NOT TESTED,,,
OPS-02,OPS,SHARED,все,Crash monitoring и диагностика release проверены,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,NOT TESTED,,,
OPS-03,OPS,SHARED,все,Есть проверенный backup/restore БД и миграций,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,NOT TESTED,,,
OPS-04,OPS,SHARED,все,Support и сценарий остановки rollout назначены,CODE REVIEW / LOCAL API,3,Существенный пользовательский результат,NOT TESTED,,,
OPS-05,OPS,SHARED,все,Есть staging и reviewer accounts с нужными ролями,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,NOT TESTED,,,
PLAY-01,PLAY,ANDROID,все,AAB подписан и проходит установку внутреннего трека,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,NOT TESTED,,,
PLAY-02,PLAY,ANDROID,все,Фактический target SDK соответствует API 36,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,NOT TESTED,,,
PLAY-03,PLAY,ANDROID,все,Все native библиотеки проверены на 16 KB,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,NOT TESTED,,,
PLAY-04,PLAY,ANDROID,все,Data safety и privacy policy соответствуют данным,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,NOT TESTED,,,
PLAY-05,PLAY,ANDROID,все,Пути удаления в приложении и web доступны,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,NOT TESTED,,,
PLAY-06,PLAY,ANDROID,все,"Возраст, аудитория, объявления и app access заполнены",CODE REVIEW / LOCAL API,3,Существенный пользовательский результат,NOT TESTED,,,
PLAY-07,PLAY,ANDROID,все,Тип developer account и testing gate подтверждены,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,NOT TESTED,,,
PLAY-08,PLAY,ANDROID,все,"Иконки, метаданные и screenshots готовы",CODE REVIEW / LOCAL API,3,Существенный пользовательский результат,NOT TESTED,,,
PLAY-09,PLAY,ANDROID,все,Разрешения обоснованы и минимальны,CODE REVIEW / LOCAL API,3,Существенный пользовательский результат,NOT TESTED,,,
APPLE-01,APPLE,IOS,все,IPA подписан и проверен через TestFlight,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,NOT TESTED,,,
APPLE-02,APPLE,IOS,все,Архив собран Xcode 26+/iOS 26 SDK+,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,NOT TESTED,,,
APPLE-03,APPLE,IOS,все,Privacy manifests и required reasons проверены в архиве,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,NOT TESTED,,,
APPLE-04,APPLE,IOS,все,App Privacy и privacy policy соответствуют данным,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,NOT TESTED,,,
APPLE-05,APPLE,IOS,все,Удаление аккаунта доступно в приложении,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,NOT TESTED,,,
APPLE-06,APPLE,IOS,все,"Возраст, метаданные, support и review notes готовы",CODE REVIEW / LOCAL API,3,Существенный пользовательский результат,NOT TESTED,,,
APPLE-07,APPLE,IOS,все,Reviewer может войти и проверить роли/лояльность,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,NOT TESTED,,,
APPLE-08,APPLE,IOS,все,Entitlements и permission descriptions соответствуют поведению,CODE REVIEW / LOCAL API,3,Существенный пользовательский результат,NOT TESTED,,,
UI-01-ANDROID,UI,ANDROID,все,"Все экраны: сетка, типографика, иконки и изображения без артефактов",PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,NOT TESTED,,,
UI-02-ANDROID,UI,ANDROID,все,Селекты не перекрываются картой/клавиатурой и читаются,PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,NOT TESTED,,,
UI-03-ANDROID,UI,ANDROID,все,Карта и атрибуция не перекрыты и дают понятный fallback,PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,NOT TESTED,,,
UI-04-ANDROID,UI,ANDROID,все,"Компактный/большой экран: safe area, длинные строки и scroll без потери действий",PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,NOT TESTED,,,
UI-05-ANDROID,UI,ANDROID,все,Loading/empty/error/disabled/selected/success визуально согласованы,PHYSICAL DEVICE / standalone RELEASE,3,Существенный пользовательский результат,NOT TESTED,,,
UI-06-ANDROID,UI,ANDROID,все,Системная dark mode не ломает light theme,PHYSICAL DEVICE / standalone RELEASE,3,Существенный пользовательский результат,NOT TESTED,,,
UX-10-ANDROID,UX,ANDROID,все,Back/жесты и deep links сохраняют ожидаемое назначение,PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,NOT TESTED,,,
UX-11-ANDROID,UX,ANDROID,все,Селекты: выбор/отмена/очистка/повторное открытие и длинные варианты,PHYSICAL DEVICE / standalone RELEASE,3,Существенный пользовательский результат,NOT TESTED,,,
UX-12-ANDROID,UX,ANDROID,все,Первый запуск и возвращение после входа сохраняют контекст,PHYSICAL DEVICE / standalone RELEASE,3,Существенный пользовательский результат,NOT TESTED,,,
CORE-20-ANDROID,CORE,ANDROID,все,Регистрация/вход/выход и редактирование профиля сквозным путём,PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,NOT TESTED,,,
CORE-21-ANDROID,CORE,ANDROID,все,Поиск/категории/фильтры/сортировка/пагинация/товар работают с REAL API,PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,NOT TESTED,,,
CORE-22-ANDROID,CORE,ANDROID,все,Корзина и доставка/самовывоз создают заказ и читают историю,PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,NOT TESTED,,,
CORE-23-ANDROID,CORE,ANDROID,все,Мастер: заявка/принятие/завершение/отзыв работают сквозным путём,PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,NOT TESTED,,,
CORE-24-ANDROID,CORE,ANDROID,все,Фото/ссылки/звонки/карта и возврат из внешних приложений работают,PHYSICAL DEVICE / standalone RELEASE,3,Существенный пользовательский результат,NOT TESTED,,,
LOY-20-ANDROID,LOY,ANDROID,все,Баланс/история/QR/награды совпадают с backend после возврата и входа,PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,NOT TESTED,,,
LOY-21-ANDROID,LOY,ANDROID,все,Два устройства не дают двойного списания/устаревшего баланса,PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,NOT TESTED,,,
LOY-22-ANDROID,LOY,ANDROID,все,Мастер понимает доступные бонусы и причины отказа,PHYSICAL DEVICE / standalone RELEASE,3,Существенный пользовательский результат,NOT TESTED,,,
REL-10-ANDROID,REL,ANDROID,все,Offline/timeout/HTTP 401-5xx/retry восстанавливаются без дублей,PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,NOT TESTED,,,
REL-11-ANDROID,REL,ANDROID,все,"Background/kill/relaunch восстанавливает сессию, корзину и заказ",PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,NOT TESTED,,,
REL-12-ANDROID,REL,ANDROID,все,Отказ карты/медленная сеть сохраняют ручной выбор филиала,PHYSICAL DEVICE / standalone RELEASE,3,Существенный пользовательский результат,NOT TESTED,,,
REL-13-ANDROID,REL,ANDROID,все,Чистая установка/обновление standalone release не ломает данные,PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,NOT TESTED,,,
PERF-01-ANDROID,PERF,ANDROID,все,Холодный и тёплый старт измерены на физическом устройстве,PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,NOT TESTED,,,
PERF-02-ANDROID,PERF,ANDROID,все,Длинные списки/карта/поиск отвечают в согласованном бюджете,PHYSICAL DEVICE / standalone RELEASE,3,Существенный пользовательский результат,NOT TESTED,,,
PERF-03-ANDROID,PERF,ANDROID,все,Повторные циклы без crash/ANR/роста памяти,PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,NOT TESTED,,,
SEC-20-ANDROID,SEC,ANDROID,все,SecureStore и отсутствие PII после смены пользователя проверены,PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,NOT TESTED,,,
SEC-21-ANDROID,SEC,ANDROID,все,Фактические сетевые данные/SDK/разрешения соответствуют privacy,PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,NOT TESTED,,,
A11Y-01-ANDROID,A11Y,ANDROID,все,"VoiceOver/TalkBack: имена, роли и фокус обеспечивают основной путь",PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,NOT TESTED,,,
A11Y-02-ANDROID,A11Y,ANDROID,все,"Крупный шрифт, контраст и touch targets позволяют оформить заказ",PHYSICAL DEVICE / standalone RELEASE,3,Существенный пользовательский результат,NOT TESTED,,,
A11Y-03-ANDROID,A11Y,ANDROID,все,Русские даты/валюта/длинные строки отображаются корректно,PHYSICAL DEVICE / standalone RELEASE,3,Существенный пользовательский результат,NOT TESTED,,,
UI-01-IOS,UI,IOS,все,"Все экраны: сетка, типографика, иконки и изображения без артефактов",PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,NOT TESTED,,,
UI-02-IOS,UI,IOS,все,Селекты не перекрываются картой/клавиатурой и читаются,PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,NOT TESTED,,,
UI-03-IOS,UI,IOS,все,Карта и атрибуция не перекрыты и дают понятный fallback,PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,NOT TESTED,,,
UI-04-IOS,UI,IOS,все,"Компактный/большой экран: safe area, длинные строки и scroll без потери действий",PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,NOT TESTED,,,
UI-05-IOS,UI,IOS,все,Loading/empty/error/disabled/selected/success визуально согласованы,PHYSICAL DEVICE / standalone RELEASE,3,Существенный пользовательский результат,NOT TESTED,,,
UI-06-IOS,UI,IOS,все,Системная dark mode не ломает light theme,PHYSICAL DEVICE / standalone RELEASE,3,Существенный пользовательский результат,NOT TESTED,,,
UX-10-IOS,UX,IOS,все,Back/жесты и deep links сохраняют ожидаемое назначение,PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,NOT TESTED,,,
UX-11-IOS,UX,IOS,все,Селекты: выбор/отмена/очистка/повторное открытие и длинные варианты,PHYSICAL DEVICE / standalone RELEASE,3,Существенный пользовательский результат,NOT TESTED,,,
UX-12-IOS,UX,IOS,все,Первый запуск и возвращение после входа сохраняют контекст,PHYSICAL DEVICE / standalone RELEASE,3,Существенный пользовательский результат,NOT TESTED,,,
CORE-20-IOS,CORE,IOS,все,Регистрация/вход/выход и редактирование профиля сквозным путём,PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,NOT TESTED,,,
CORE-21-IOS,CORE,IOS,все,Поиск/категории/фильтры/сортировка/пагинация/товар работают с REAL API,PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,NOT TESTED,,,
CORE-22-IOS,CORE,IOS,все,Корзина и доставка/самовывоз создают заказ и читают историю,PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,NOT TESTED,,,
CORE-23-IOS,CORE,IOS,все,Мастер: заявка/принятие/завершение/отзыв работают сквозным путём,PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,NOT TESTED,,,
CORE-24-IOS,CORE,IOS,все,Фото/ссылки/звонки/карта и возврат из внешних приложений работают,PHYSICAL DEVICE / standalone RELEASE,3,Существенный пользовательский результат,NOT TESTED,,,
LOY-20-IOS,LOY,IOS,все,Баланс/история/QR/награды совпадают с backend после возврата и входа,PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,NOT TESTED,,,
LOY-21-IOS,LOY,IOS,все,Два устройства не дают двойного списания/устаревшего баланса,PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,NOT TESTED,,,
LOY-22-IOS,LOY,IOS,все,Мастер понимает доступные бонусы и причины отказа,PHYSICAL DEVICE / standalone RELEASE,3,Существенный пользовательский результат,NOT TESTED,,,
REL-10-IOS,REL,IOS,все,Offline/timeout/HTTP 401-5xx/retry восстанавливаются без дублей,PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,NOT TESTED,,,
REL-11-IOS,REL,IOS,все,"Background/kill/relaunch восстанавливает сессию, корзину и заказ",PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,NOT TESTED,,,
REL-12-IOS,REL,IOS,все,Отказ карты/медленная сеть сохраняют ручной выбор филиала,PHYSICAL DEVICE / standalone RELEASE,3,Существенный пользовательский результат,NOT TESTED,,,
REL-13-IOS,REL,IOS,все,Чистая установка/обновление standalone release не ломает данные,PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,NOT TESTED,,,
PERF-01-IOS,PERF,IOS,все,Холодный и тёплый старт измерены на физическом устройстве,PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,NOT TESTED,,,
PERF-02-IOS,PERF,IOS,все,Длинные списки/карта/поиск отвечают в согласованном бюджете,PHYSICAL DEVICE / standalone RELEASE,3,Существенный пользовательский результат,NOT TESTED,,,
PERF-03-IOS,PERF,IOS,все,Повторные циклы без crash/ANR/роста памяти,PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,NOT TESTED,,,
SEC-20-IOS,SEC,IOS,все,SecureStore и отсутствие PII после смены пользователя проверены,PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,NOT TESTED,,,
SEC-21-IOS,SEC,IOS,все,Фактические сетевые данные/SDK/разрешения соответствуют privacy,PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,NOT TESTED,,,
A11Y-01-IOS,A11Y,IOS,все,"VoiceOver/TalkBack: имена, роли и фокус обеспечивают основной путь",PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,NOT TESTED,,,
A11Y-02-IOS,A11Y,IOS,все,"Крупный шрифт, контраст и touch targets позволяют оформить заказ",PHYSICAL DEVICE / standalone RELEASE,3,Существенный пользовательский результат,NOT TESTED,,,
A11Y-03-IOS,A11Y,IOS,все,Русские даты/валюта/длинные строки отображаются корректно,PHYSICAL DEVICE / standalone RELEASE,3,Существенный пользовательский результат,NOT TESTED,,,
CORE-NA1,CORE,SHARED,все,Sandbox оплата цифровыми/банковскими средствами,CODE REVIEW / LOCAL API,3,Существенный пользовательский результат,NOT TESTED,,,
CORE-NA2,CORE,SHARED,все,Push APNs/FCM permission и навигация,CODE REVIEW / LOCAL API,3,Существенный пользовательский результат,NOT TESTED,,,
CORE-NA3,CORE,SHARED,все,SMS OTP: истечение и повторная отправка,CODE REVIEW / LOCAL API,3,Существенный пользовательский результат,NOT TESTED,,,
LOY-NA1,LOY,SHARED,все,Истечение бонусов,CODE REVIEW / LOCAL API,3,Существенный пользовательский результат,NOT TESTED,,,
LOY-NA2,LOY,SHARED,все,Списание бонусов на товар при checkout,CODE REVIEW / LOCAL API,3,Существенный пользовательский результат,NOT TESTED,,,
UX-NA1,UX,SHARED,все,Планшеты/landscape,CODE REVIEW / LOCAL API,3,Существенный пользовательский результат,NOT TESTED,,,
API-NA1,API,SHARED,все,Геолокация GPS и approximate permission,CODE REVIEW / LOCAL API,3,Существенный пользовательский результат,NOT TESTED,,,
