id,screen,source,role,access,required_states,web_observed,android,ios,evidence,defects,not_tested
S19,/plumber/apply,app/plumber/apply.tsx,покупатель/любой plumber status,auth; pending/rejected/suspended/approved UI,обычное; loading; empty; error; retry; доступ; сохранение где применимо,guest: default; customer: default; plumber: default,BLOCKED: no device; old engineering build5b8ea84 lacks followup changes,BLOCKED: no Xcode/archive/signing/device,../2026-09-18-remediation/evidence/screenshots/guest-plumber-apply.png;../2026-09-18-remediation/evidence/screenshots/customer-plumber-apply.png;../2026-09-18-remediation/evidence/screenshots/plumber-plumber-apply.png;../2026-09-18-remediation/evidence/screenshots/customer-plumber-apply-bottom.png,"D07,D08,D14","Не засчитаны native release/physical, клавиатура/Back/жесты/большой шрифт/permissions. Непоказанные роли/состояния не PASS."
S20,/plumber/content,app/plumber/content.tsx,approved plumber,content active + training registration,обычное; loading; empty; error; retry; доступ; сохранение где применимо,plumber: default,BLOCKED: no device; old engineering build5b8ea84 lacks followup changes,BLOCKED: no Xcode/archive/signing/device,../2026-09-18-remediation/evidence/screenshots/plumber-plumber-content.png,,"Не засчитаны native release/physical, клавиатура/Back/жесты/большой шрифт/permissions. Непоказанные роли/состояния не PASS."
S21,/plumber/history,app/plumber/history.tsx,approved plumber,status filters,обычное; loading; empty; error; retry; доступ; сохранение где применимо,plumber: default; plumber: filter Все; plumber: filter Ожидает; plumber: filter Начислено; plumber: filter Использовано; plumber: filter Возвраты,BLOCKED: no device; old engineering build5b8ea84 lacks followup changes,BLOCKED: no Xcode/archive/signing/device,../2026-09-18-remediation/evidence/screenshots/plumber-plumber-history.png;../2026-09-18-remediation/evidence/screenshots/extra-history-all.png;../2026-09-18-remediation/evidence/screenshots/extra-history-pending.png;../2026-09-18-remediation/evidence/screenshots/extra-history-available.png;../2026-09-18-remediation/evidence/screenshots/extra-history-spent.png;../2026-09-18-remediation/evidence/screenshots/extra-history-returns.png;../2026-09-18-remediation/evidence/screenshots/plumber-plumber-history-bottom.png;../2026-09-18-remediation/evidence/screenshots/extra-history-all-bottom.png;../2026-09-18-remediation/evidence/screenshots/extra-history-available-bottom.png;../2026-09-18-remediation/evidence/screenshots/flow-ledger-last-page.png;../2026-09-18-remediation/evidence/ui-flows.json,"D11,D15","Не засчитаны native release/physical, клавиатура/Back/жесты/большой шрифт/permissions. Непоказанные роли/состояния не PASS."
S22,/plumber/qr,app/plumber/qr.tsx,approved plumber,QR+brightness,обычное; loading; empty; error; retry; доступ; сохранение где применимо,plumber: default,BLOCKED: no device; old engineering build5b8ea84 lacks followup changes,BLOCKED: no Xcode/archive/signing/device,../2026-09-18-remediation/evidence/screenshots/plumber-plumber-qr.png,,"Не засчитаны native release/physical, клавиатура/Back/жесты/большой шрифт/permissions. Непоказанные роли/состояния не PASS."
S23,/plumber/reviews,app/plumber/reviews.tsx,approved plumber,review list,обычное; loading; empty; error; retry; доступ; сохранение где применимо,plumber: default,BLOCKED: no device; old engineering build5b8ea84 lacks followup changes,BLOCKED: no Xcode/archive/signing/device,../2026-09-18-remediation/evidence/screenshots/plumber-plumber-reviews.png,,"Не засчитаны native release/physical, клавиатура/Back/жесты/большой шрифт/permissions. Непоказанные роли/состояния не PASS."
S24,/plumber/rewards,app/plumber/rewards.tsx,approved plumber,balance+reward stock,обычное; loading; empty; error; retry; доступ; сохранение где применимо,plumber: default; followup confirm/lost201/reload/recover/receipt/account isolation/ack,BLOCKED: no device; old engineering build5b8ea84 lacks followup changes,BLOCKED: no Xcode/archive/signing/device,../2026-09-18-remediation/evidence/screenshots/plumber-plumber-rewards.png;../2026-09-18-remediation/evidence/screenshots/plumber-plumber-rewards-bottom.png;evidence/reward-ui.json;evidence/screenshots/reward-recovered.png,,"Не засчитаны native release/physical, клавиатура/Back/жесты/большой шрифт/permissions. Непоказанные роли/состояния не PASS."
S25,/product/[id],app/product/[id].tsx,все,"public; карты скрыты из professional tab bar, direct route остаётся",обычное; loading; empty; error; retry; доступ; сохранение где применимо,guest: default; full2365 public capture; real categories/ID gateway,BLOCKED: no device; old engineering build5b8ea84 lacks followup changes,BLOCKED: no Xcode/archive/signing/device,../2026-09-18-remediation/evidence/screenshots/guest-product-50f5a432-b716-4112-9195-7055803b5b36.png;evidence/visual.json;evidence/gateway-real-source.json,D12,"Не засчитаны native release/physical, клавиатура/Back/жесты/большой шрифт/permissions. Непоказанные роли/состояния не PASS."
S26,/profile/about,app/profile/about.tsx,все,"public; карты скрыты из professional tab bar, direct route остаётся",обычное; loading; empty; error; retry; доступ; сохранение где применимо,guest: default,BLOCKED: no device; old engineering build5b8ea84 lacks followup changes,BLOCKED: no Xcode/archive/signing/device,../2026-09-18-remediation/evidence/screenshots/guest-profile-about.png;../2026-09-18-remediation/evidence/screenshots/guest-profile-about-bottom.png,"D06,D07","Не засчитаны native release/physical, клавиатура/Back/жесты/большой шрифт/permissions. Непоказанные роли/состояния не PASS."
S27,/profile/edit,app/profile/edit.tsx,покупатель/мастер,auth,обычное; loading; empty; error; retry; доступ; сохранение где применимо,customer: default,BLOCKED: no device; old engineering build5b8ea84 lacks followup changes,BLOCKED: no Xcode/archive/signing/device,../2026-09-18-remediation/evidence/screenshots/customer-profile-edit.png,,"Не засчитаны native release/physical, клавиатура/Back/жесты/большой шрифт/permissions. Непоказанные роли/состояния не PASS."
S28,/profile/telegram,app/profile/telegram.tsx,покупатель/мастер,auth; connected/disconnected,обычное; loading; empty; error; retry; доступ; сохранение где применимо,customer: default,BLOCKED: no device; old engineering build5b8ea84 lacks followup changes,BLOCKED: no Xcode/archive/signing/device,../2026-09-18-remediation/evidence/screenshots/customer-profile-telegram.png,,"Не засчитаны native release/physical, клавиатура/Back/жесты/большой шрифт/permissions. Непоказанные роли/состояния не PASS."
S29,/category/[id]: поиск и сортировка,см. экранные компоненты,все,public,открытие;выбор;отмена;повтор;disabled;длинное;ошибка;Back;клавиатура где применимо,guest: 320x568; guest: sort selector open; guest: sort selected; guest: empty search; guest: search result,BLOCKED: no device; old engineering build5b8ea84 lacks followup changes,BLOCKED: no Xcode/archive/signing/device,../2026-09-18-remediation/evidence/screenshots/compact-category.png;../2026-09-18-remediation/evidence/screenshots/extra-sort-open.png;../2026-09-18-remediation/evidence/screenshots/extra-sort-selected.png;../2026-09-18-remediation/evidence/screenshots/extra-category-empty.png;../2026-09-18-remediation/evidence/screenshots/extra-category-search.png;../2026-09-18-remediation/evidence/screenshots/compact-category-bottom.png;../2026-09-18-remediation/evidence/screenshots/extra-sort-open-bottom.png;../2026-09-18-remediation/evidence/screenshots/extra-sort-selected-bottom.png,R02,"Не засчитаны native release/physical, клавиатура/Back/жесты/большой шрифт/permissions. Непоказанные роли/состояния не PASS."
S30,/checkout: pickup/delivery и6 филиалов,см. экранные компоненты,покупатель,auth,открытие;выбор;отмена;повтор;disabled;длинное;ошибка;Back;клавиатура где применимо,customer: default; customer: delivery,BLOCKED: no device; old engineering build5b8ea84 lacks followup changes,BLOCKED: no Xcode/archive/signing/device,../2026-09-18-remediation/evidence/screenshots/customer-checkout-pickup.png;../2026-09-18-remediation/evidence/screenshots/customer-checkout-delivery.png;../2026-09-18-remediation/evidence/screenshots/flow-select-search.png;../2026-09-18-remediation/evidence/screenshots/flow-trusted-quote.png;../2026-09-18-remediation/evidence/screenshots/flow-lost-response.png;../2026-09-18-remediation/evidence/ui-flows.json,D03,"Не засчитаны native release/physical, клавиатура/Back/жесты/большой шрифт/permissions. Непоказанные роли/состояния не PASS."
S31,/find-plumber: раскрывающаяся форма/отзыв,см. экранные компоненты,покупатель,auth; review после completed,открытие;выбор;отмена;повтор;disabled;длинное;ошибка;Back;клавиатура где применимо,customer: expanded form,BLOCKED: no device; old engineering build5b8ea84 lacks followup changes,BLOCKED: no Xcode/archive/signing/device,../2026-09-18-remediation/evidence/screenshots/extra-find-plumber-form.png;../2026-09-18-remediation/evidence/screenshots/extra-find-plumber-form-bottom.png,D14,"Не засчитаны native release/physical, клавиатура/Back/жесты/большой шрифт/permissions. Непоказанные роли/состояния не PASS. Форма раскрыта; review dialog и отправка UGC не подтверждены новой UI проверкой."
S32,/admin: Сводка/Анкеты/Заявки/Чеки/Правила,см. экранные компоненты,admin,admin,открытие;выбор;отмена;повтор;disabled;длинное;ошибка;Back;клавиатура где применимо,admin: default; admin: Анкеты; admin: Заявки; admin: Чеки; admin: Правила,BLOCKED: no device; old engineering build5b8ea84 lacks followup changes,BLOCKED: no Xcode/archive/signing/device,../2026-09-18-remediation/evidence/screenshots/admin-overview.png;../2026-09-18-remediation/evidence/screenshots/admin-applications.png;../2026-09-18-remediation/evidence/screenshots/admin-leads.png;../2026-09-18-remediation/evidence/screenshots/admin-receipts.png;../2026-09-18-remediation/evidence/screenshots/admin-rules.png;../2026-09-18-remediation/evidence/screenshots/admin-overview-bottom.png;../2026-09-18-remediation/evidence/screenshots/admin-applications-bottom.png;../2026-09-18-remediation/evidence/screenshots/admin-receipts-bottom.png;../2026-09-18-remediation/evidence/screenshots/admin-rules-bottom.png,"D01,D15","Не засчитаны native release/physical, клавиатура/Back/жесты/большой шрифт/permissions. Непоказанные роли/состояния не PASS."
S33,/plumber/history:5 фильтров,см. экранные компоненты,approved plumber,auth,открытие;выбор;отмена;повтор;disabled;длинное;ошибка;Back;клавиатура где применимо,plumber: filter Все; plumber: filter Ожидает; plumber: filter Начислено; plumber: filter Использовано; plumber: filter Возвраты,BLOCKED: no device; old engineering build5b8ea84 lacks followup changes,BLOCKED: no Xcode/archive/signing/device,../2026-09-18-remediation/evidence/screenshots/extra-history-all.png;../2026-09-18-remediation/evidence/screenshots/extra-history-pending.png;../2026-09-18-remediation/evidence/screenshots/extra-history-available.png;../2026-09-18-remediation/evidence/screenshots/extra-history-spent.png;../2026-09-18-remediation/evidence/screenshots/extra-history-returns.png;../2026-09-18-remediation/evidence/screenshots/extra-history-all-bottom.png;../2026-09-18-remediation/evidence/screenshots/extra-history-available-bottom.png;../2026-09-18-remediation/evidence/screenshots/flow-ledger-last-page.png;../2026-09-18-remediation/evidence/ui-flows.json,D11,"Не засчитаны native release/physical, клавиатура/Back/жесты/большой шрифт/permissions. Непоказанные роли/состояния не PASS."
S34,/plumber/rewards: confirm dialog,см. экранные компоненты,approved plumber,доступный баланс,открытие;выбор;отмена;повтор;disabled;длинное;ошибка;Back;клавиатура где применимо,NOT TESTED: native-only acceptance / native Alert unavailable in web,BLOCKED: no device; old engineering build5b8ea84 lacks followup changes,BLOCKED: no Xcode/archive/signing/device,../2026-09-18-remediation/NATIVE_OWNER_CHECK.md,,"Не засчитаны native release/physical, клавиатура/Back/жесты/большой шрифт/permissions. Непоказанные роли/состояния не PASS. Native Alert confirmation требует Android/iOS; локальная серверная redemption логика проверена отдельно."
S35,Native Alert / permission / keyboard / external app,см. экранные компоненты,все,камера/галерея/яркость/ошибки/подтверждение,открытие;выбор;отмена;повтор;disabled;длинное;ошибка;Back;клавиатура где применимо,NOT TESTED: native-only acceptance / native Alert unavailable in web,BLOCKED: no device; old engineering build5b8ea84 lacks followup changes,BLOCKED: no Xcode/archive/signing/device,../2026-09-18-remediation/NATIVE_OWNER_CHECK.md,,"Не засчитаны native release/physical, клавиатура/Back/жесты/большой шрифт/permissions. Непоказанные роли/состояния не PASS."
S36,Toast добавления в корзину,см. экранные компоненты,гость/покупатель,product card,открытие;выбор;отмена;повтор;disabled;длинное;ошибка;Back;клавиатура где применимо,guest: add toast,BLOCKED: no device; old engineering build5b8ea84 lacks followup changes,BLOCKED: no Xcode/archive/signing/device,../2026-09-18-remediation/evidence/screenshots/extra-add-toast.png;../2026-09-18-remediation/evidence/screenshots/extra-add-toast-bottom.png,,"Не засчитаны native release/physical, клавиатура/Back/жесты/большой шрифт/permissions. Непоказанные роли/состояния не PASS."
S37,/delete-account,app/delete-account.tsx,гость/аккаунт,public / identity proof for deletion,new scope; actual observed states only,guest: default; customer: default,BLOCKED: no device; old engineering build5b8ea84 lacks followup changes,BLOCKED: no Xcode/archive/signing/device,../2026-09-18-remediation/evidence/screenshots/guest-delete-account.png;../2026-09-18-remediation/evidence/screenshots/customer-delete-account.png,D06,"Не засчитаны native release/physical, клавиатура/Back/жесты/большой шрифт/permissions. Непоказанные роли/состояния не PASS. Утверждённые документы и реальный SMS отсутствуют."
S38,/legal/[kind],app/legal/[kind].tsx,гость/аккаунт,public / identity proof for deletion,new scope; actual observed states only,guest: default; guest: default,BLOCKED: no device; old engineering build5b8ea84 lacks followup changes,BLOCKED: no Xcode/archive/signing/device,../2026-09-18-remediation/evidence/screenshots/guest-legal-privacy.png;../2026-09-18-remediation/evidence/screenshots/guest-legal-loyalty.png,"D07,D08","Не засчитаны native release/physical, клавиатура/Back/жесты/большой шрифт/permissions. Непоказанные роли/состояния не PASS. Утверждённые документы и реальный SMS отсутствуют."
S39,/password-reset,app/password-reset.tsx,гость/аккаунт,public / identity proof for deletion,new scope; actual observed states only,guest: default,BLOCKED: no device; old engineering build5b8ea84 lacks followup changes,BLOCKED: no Xcode/archive/signing/device,../2026-09-18-remediation/evidence/screenshots/guest-password-reset.png,D01,"Не засчитаны native release/physical, клавиатура/Back/жесты/большой шрифт/permissions. Непоказанные роли/состояния не PASS. Утверждённые документы и реальный SMS отсутствуют."
