id,domain,platform,role,expected,method,weight,weight_reason,status,evidence,defect_ids,limitation
CORE-07,CORE,SHARED,гость/покупатель; сантехник для заявок,Мастер получает только назначенную заявку и защищённые контакты,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,PASS,../2026-09-18-remediation/evidence/loyalty-existing.log,,Проверено указанным локальным/API/web/статическим методом; native physical/staging проверки учитываются отдельными строками и не закрыты этим результатом.
CORE-08,CORE,SHARED,гость/покупатель; сантехник для заявок,Завершённая заявка принимает один отзыв,CODE REVIEW / LOCAL API,3,Существенный пользовательский результат,PASS,../2026-09-18-remediation/evidence/loyalty-existing.log,,Проверено указанным локальным/API/web/статическим методом; native physical/staging проверки учитываются отдельными строками и не закрыты этим результатом.
CORE-09,CORE,SHARED,гость/покупатель; сантехник для заявок,Изображение поиска соответствует объявленному режиму,CODE REVIEW / LOCAL API,3,Существенный пользовательский результат,PASS,../2026-09-18-remediation/evidence/gallery.json,,Проверено указанным локальным/API/web/статическим методом; native physical/staging проверки учитываются отдельными строками и не закрыты этим результатом.
CORE-10,CORE,WEB,гость/покупатель; сантехник для заявок,Локальная корзина сохраняется при перезагрузке web,CODE REVIEW / LOCAL API,3,Существенный пользовательский результат,PASS,../2026-09-18-remediation/evidence/ui-flows.json,,Проверено указанным локальным/API/web/статическим методом; native physical/staging проверки учитываются отдельными строками и не закрыты этим результатом.
LOY-01,LOY,SHARED,подтверждённый сантехник; admin/POS для начисления,Коммерческие правила утверждены владельцем,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,BLOCKED,../../../README.md:Important pre-production decisions,D08,Нет утверждённого коммерческого документа; расчётные тесты оценивают только пилотные seed условия.
LOY-02,LOY,SHARED,подтверждённый сантехник; admin/POS для начисления,"Анкета, согласия и статусы ограничивают доступ",CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,PASS,../2026-09-18-remediation/evidence/loyalty-existing.log,,Проверено указанным локальным/API/web/статическим методом; native physical/staging проверки учитываются отдельными строками и не закрыты этим результатом.
LOY-03,LOY,SHARED,подтверждённый сантехник; admin/POS для начисления,Обычная покупка и акция x3 считаются целыми minor units,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,PASS,../2026-09-18-remediation/evidence/loyalty-existing.log,,Проверено указанным локальным/API/web/статическим методом; native physical/staging проверки учитываются отдельными строками и не закрыты этим результатом.
LOY-04,LOY,SHARED,подтверждённый сантехник; admin/POS для начисления,Повтор чека не даёт повторного начисления; изменённый конфликтует,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,PASS,../2026-09-18-remediation/evidence/loyalty-existing.log,,Проверено указанным локальным/API/web/статическим методом; native physical/staging проверки учитываются отдельными строками и не закрыты этим результатом.
LOY-05,LOY,SHARED,подтверждённый сантехник; admin/POS для начисления,Частичный/полный возврат корректно сторнирует бонусы,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,PASS,../2026-09-18-remediation/evidence/loyalty-existing.log,,Проверено указанным локальным/API/web/статическим методом; native physical/staging проверки учитываются отдельными строками и не закрыты этим результатом.
LOY-06,LOY,SHARED,подтверждённый сантехник; admin/POS для начисления,Параллельное получение наград не перерасходует баланс,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,PASS,../2026-09-18-remediation/evidence/regression-suite.log; ../2026-09-18-remediation/evidence/loyalty-existing.log; ../2026-09-18-followup/evidence/reward-retry.json; ../2026-09-18-followup/evidence/reward-ui.json,,"Дополнительно D23: потеря ответа, reload, 20 повторов, одна запись списания, смена аккаунта. Реальные правила и POS по-прежнему заблокированы отдельно."
LOY-07,LOY,SHARED,подтверждённый сантехник; admin/POS для начисления,Pending переходит в available в заданный срок,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,PASS,../2026-09-18-remediation/evidence/loyalty-existing.log,,Проверено указанным локальным/API/web/статическим методом; native physical/staging проверки учитываются отдельными строками и не закрыты этим результатом.
LOY-08,LOY,SHARED,подтверждённый сантехник; admin/POS для начисления,QR не раскрывает DB ID/PII и сам не разрешает списание,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,PASS,../2026-09-18-remediation/evidence/loyalty-existing.log,,Проверено указанным локальным/API/web/статическим методом; native physical/staging проверки учитываются отдельными строками и не закрыты этим результатом.
LOY-09,LOY,SHARED,подтверждённый сантехник; admin/POS для начисления,Уровни используют rolling period и возвраты,CODE REVIEW / LOCAL API,3,Существенный пользовательский результат,PASS,../2026-09-18-remediation/evidence/loyalty-existing.log,,Проверено указанным локальным/API/web/статическим методом; native physical/staging проверки учитываются отдельными строками и не закрыты этим результатом.
LOY-10,LOY,SHARED,подтверждённый сантехник; admin/POS для начисления,Нулевые/малые суммы и исключения считают точно,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,PASS,../2026-09-18-remediation/evidence/loyalty-existing.log,,Проверено указанным локальным/API/web/статическим методом; native physical/staging проверки учитываются отдельными строками и не закрыты этим результатом.
LOY-11,LOY,SHARED,подтверждённый сантехник; admin/POS для начисления,Возврат и списание одновременно сохраняют инвариант баланса,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,PASS,../2026-09-18-remediation/evidence/regression-suite.log,,Проверено указанным локальным/API/web/статическим методом; native physical/staging проверки учитываются отдельными строками и не закрыты этим результатом.
LOY-12,LOY,SHARED,подтверждённый сантехник; admin/POS для начисления,События не по порядку согласуются после повторной доставки,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,PASS,../2026-09-18-remediation/evidence/regression-suite.log,,Проверено указанным локальным/API/web/статическим методом; native physical/staging проверки учитываются отдельными строками и не закрыты этим результатом.
LOY-13,LOY,SHARED,подтверждённый сантехник; admin/POS для начисления,POS/1C staging проходит сквозную сверку,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,BLOCKED,../../../docs/pos-1c-contract.md,,"Нет POS/1C staging, согласованной схемы M2M и тестовых фискальных событий."
LOY-14,LOY,SHARED,подтверждённый сантехник; admin/POS для начисления,Правила и условия доступны перед согласием в UI,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,FAIL,../2026-09-18-remediation/evidence/screenshots/guest-legal-loyalty.png; ../2026-09-18-remediation/drafts/POLICIES.md,D08,Версионный reader/consent работает с явно тестовым документом; действующие утверждённые правила отсутствуют.
LOY-15,LOY,SHARED,подтверждённый сантехник; admin/POS для начисления,Конфигурация ставки применяется согласно опубликованным правилам,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,BLOCKED,../2026-09-18-340b960/evidence/loyalty-extra.json:base_zero_level_floor,,"Коммерческая семантика max(base,level) не утверждена."
LOY-16,LOY,SHARED,подтверждённый сантехник; admin/POS для начисления,Отмена награды возвращает бонусы один раз,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,PASS,../2026-09-18-remediation/evidence/loyalty-existing.log; ../2026-09-18-remediation/evidence/regression-suite.log,,Проверено указанным локальным/API/web/статическим методом; native physical/staging проверки учитываются отдельными строками и не закрыты этим результатом.
API-01,API,SHARED,все,Цена заказа получается из доверенного серверного каталога,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,PASS,../2026-09-18-remediation/evidence/regression-suite.log; ../2026-09-18-remediation/evidence/http-security.json; ../2026-09-18-remediation/evidence/ui-flows.json,D03,"Доверенный серверный inventory fixture, подмены/параллелизм/quote проверены. Реальный adapter/POS и mapping блокирует EX-02; production seed отсутствует."
API-02,API,SHARED,все,Сервер проверяет филиал и актуальное наличие заказа,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,PASS,../2026-09-18-remediation/evidence/regression-suite.log; ../2026-09-18-remediation/evidence/http-security.json,D03,"Доверенный серверный inventory fixture, подмены/параллелизм/quote проверены. Реальный adapter/POS и mapping блокирует EX-02; production seed отсутствует."
API-03,API,SHARED,все,Каталог не допускает записи через прокси,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,PASS,../../../scripts/app-server.ts; ../2026-09-18-remediation/evidence/real-api-readonly.json,,Проверено указанным локальным/API/web/статическим методом; native physical/staging проверки учитываются отдельными строками и не закрыты этим результатом.
API-04,API,SHARED,все,Telegram retry/outbox корректен с изолированным транспортом,CODE REVIEW / LOCAL API,3,Существенный пользовательский результат,PASS,evidence/telegram-orders.json,,"44 изолированные HTTP/DB проверки включают очередь, callbacks, admin list,20 повторов и отказ транспорта. Реальная доставка/webhook отдельноAPI-07."
API-05,API,SHARED,все,REAL API health доступен без секретов,CODE REVIEW / LOCAL API,3,Существенный пользовательский результат,PASS,../2026-09-18-remediation/evidence/real-api-readonly.json,,"Публичный GET относится к неизвестному deployed SHA, не доказывает развёртывание исправлений."
API-06,API,SHARED,все,Контракт ошибок не раскрывает внутренние SQL детали,CODE REVIEW / LOCAL API,3,Существенный пользовательский результат,PASS,../2026-09-18-remediation/evidence/http-security.json; ../../../scripts/app-server.ts,D04,Проверено указанным локальным/API/web/статическим методом; native physical/staging проверки учитываются отдельными строками и не закрыты этим результатом.
API-07,API,SHARED,все,Доставка Telegram и webhook работают в staging,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,PASS,evidence/production-live-check.json,D30,"Owner explicitly approved isolated labelled production test instead of separate staging bot: real sendMessage, webhook, actual operator button, same order and Telegram event verified. No payment/reservation."
REL-01,REL,SHARED,все,Typecheck клиента и сервера проходит,CODE REVIEW / LOCAL API,3,Существенный пользовательский результат,PASS,../2026-09-18-followup/evidence/typecheck.log,,Повтор на source 9a7b421; export не является standalone native release.
REL-02,REL,SHARED,все,Lint проходит,CODE REVIEW / LOCAL API,1,Небольшая полировка,PASS,../2026-09-18-followup/evidence/lint.log,,Повтор на source 9a7b421; export не является standalone native release.
REL-03,REL,SHARED,все,Web export компилируется,CODE REVIEW / LOCAL API,3,Существенный пользовательский результат,PASS,../2026-09-18-followup/evidence/export-all.log,,Повтор на source 9a7b421; export не является standalone native release.
REL-04,REL,SHARED,все,Android JS export компилируется,CODE REVIEW / LOCAL API,3,Существенный пользовательский результат,PASS,../2026-09-18-followup/evidence/export-all.log,,Повтор на source 9a7b421; export не является standalone native release.
REL-05,REL,SHARED,все,iOS JS export компилируется,CODE REVIEW / LOCAL API,3,Существенный пользовательский результат,PASS,evidence/ios-js-export-latest.log,,JS/assets export iOS выполнен после2a640b3; это не Xcode archive и не запуск на iPhone.
SEC-01,SEC,SHARED,все,Регистрация не позволяет самоназначить admin по непроверенному телефону,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,PASS,../2026-09-18-remediation/evidence/regression-suite.log; ../2026-09-18-remediation/evidence/http-security.json,D01,Проверено указанным локальным/API/web/статическим методом; native physical/staging проверки учитываются отдельными строками и не закрыты этим результатом.
SEC-02,SEC,SHARED,все,Профиль не позволяет получить admin сменой непроверенного телефона,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,PASS,../2026-09-18-remediation/evidence/regression-suite.log; ../2026-09-18-remediation/evidence/http-security.json,D01,Проверено указанным локальным/API/web/статическим методом; native physical/staging проверки учитываются отдельными строками и не закрыты этим результатом.
SEC-03,SEC,SHARED,все,Сессии можно отозвать после выхода/смены пароля,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,PASS,../2026-09-18-remediation/evidence/regression-suite.log; ../2026-09-18-remediation/evidence/ui-flows.json,R03,Проверено указанным локальным/API/web/статическим методом; native physical/staging проверки учитываются отдельными строками и не закрыты этим результатом.
SEC-04,SEC,SHARED,все,Удаление аккаунта реализовано в UI/API,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,PASS,../2026-09-18-remediation/evidence/regression-suite.log; ../2026-09-18-remediation/evidence/ui-flows.json,D06,"Реальные DELETE + web flow + запрет старой сессии на тестовом аккаунте. Retention, внешние копии и native deletion не утверждены; D06 остаётся BLOCKED."
SEC-05,SEC,SHARED,все,Политика приватности доступна в приложении,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,FAIL,../2026-09-18-remediation/evidence/screenshots/guest-legal-privacy.png; ../2026-09-18-remediation/drafts/POLICIES.md,D07,Гостевые ссылки/reader реализованы; TEST fixture не является privacy policy для выпуска.
SEC-06,SEC,SHARED,все,Пароли хешируются с солью; проверка подписи/истечения отклоняет подмену,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,PASS,../2026-09-18-remediation/evidence/regression-suite.log,,Проверено указанным локальным/API/web/статическим методом; native physical/staging проверки учитываются отдельными строками и не закрыты этим результатом.
SEC-07,SEC,SHARED,все,Admin API отклоняет обычного пользователя,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,PASS,evidence/http-security.json; evidence/telegram-orders.json,,Все26 admin method/path отклоняют guest401/customer403; новые order list/detail scoped по организации; отозванный admin получает403.
SEC-08,SEC,SHARED,все,Rate limit нельзя обойти подменой клиентского заголовка,CODE REVIEW / LOCAL API,3,Существенный пользовательский результат,PASS,../2026-09-18-remediation/evidence/http-security.json; ../2026-09-18-remediation/evidence/replica-rate-limit.json,D17,Проверено указанным локальным/API/web/статическим методом; native physical/staging проверки учитываются отдельными строками и не закрыты этим результатом.
SEC-09,SEC,SHARED,все,Клиентский bundle не содержит серверных секретов,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,PASS,../2026-09-18-remediation/evidence/bundle-scan.json,,Проверено указанным локальным/API/web/статическим методом; native physical/staging проверки учитываются отдельными строками и не закрыты этим результатом.
SEC-10,SEC,SHARED,все,Зависимости проверены по реальной достижимости уязвимостей,CODE REVIEW / LOCAL API,3,Существенный пользовательский результат,PASS,../2026-09-18-remediation/evidence/npm-audit-after.json; ../2026-09-18-remediation/evidence/expo-export-final.log; ../../../scripts/build/patch-metro.cjs,R05,Проверено указанным локальным/API/web/статическим методом; native physical/staging проверки учитываются отдельными строками и не закрыты этим результатом.
OPS-01,OPS,SHARED,release owner,Зафиксирован воспроизводимый release commit/build,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,PASS,ANDROID_SIGNING.md; evidence/play-verification.json; evidence/play-release-entry.log; evidence/native-production-release.json,,"Android source a13a32b, package/version, exact artifact hashes, toolchain, isolated prebuild/signing commands and actual installation recorded. iOS archive remains deferred and separately BLOCKED."
OPS-02,OPS,SHARED,release owner,Crash monitoring и диагностика release проверены,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,BLOCKED,../2026-09-18-remediation/BLOCKERS.md,,Нет operational evidence: monitoring/restore/runbook/staging/reviewer; отсутствие реализации за пределами repo не утверждается.
OPS-03,OPS,SHARED,release owner,Есть проверенный backup/restore БД и миграций,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,PASS,evidence/pre-cutover-backups.json; evidence/backup-restore-rehearsal.json; evidence/production-migration.json,,Backups of both actual databases restored to disposable local PostgreSQL16; full additive migration applied after owner authorization. Private dumps preserved. No destructive rollback.
OPS-04,OPS,SHARED,release owner,Support и сценарий остановки rollout назначены,CODE REVIEW / LOCAL API,3,Существенный пользовательский результат,BLOCKED,../2026-09-18-remediation/BLOCKERS.md,,Нет operational evidence: monitoring/restore/runbook/staging/reviewer; отсутствие реализации за пределами repo не утверждается.
OPS-05,OPS,SHARED,release owner,Есть staging и reviewer accounts с нужными ролями,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,BLOCKED,../2026-09-18-remediation/BLOCKERS.md,,Нет operational evidence: monitoring/restore/runbook/staging/reviewer; отсутствие реализации за пределами repo не утверждается.
PLAY-01,PLAY,ANDROID,release owner,AAB подписан и проходит установку внутреннего трека,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,BLOCKED,../2026-09-18-remediation/STORE_CHECKLISTS.md,,Нет консоли магазина/подписанного артефакта/reviewer evidence; подробности в checklist.
PLAY-02,PLAY,ANDROID,release owner,Фактический target SDK соответствует API 36,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,PASS,../2026-09-18-remediation/evidence/android-aab-manifest.xml,,Фактический target36/min24 в инженерном AAB. Store подпись и установка остаются BLOCKED.
PLAY-03,PLAY,ANDROID,release owner,Все native библиотеки проверены на 16 KB,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,BLOCKED,../2026-09-18-remediation/STORE_CHECKLISTS.md,,Нет консоли магазина/подписанного артефакта/reviewer evidence; подробности в checklist.
PLAY-04,PLAY,ANDROID,release owner,Data safety и privacy policy соответствуют данным,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,FAIL,../2026-09-18-340b960/DEFECTS.md:D07,D07,Отсутствие in-app policy подтверждено; заполнение store-console форм не проверено.
PLAY-05,PLAY,ANDROID,release owner,Пути удаления в приложении и web доступны,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,FAIL,../2026-09-18-340b960/DEFECTS.md:D06,D06,
PLAY-06,PLAY,ANDROID,release owner,"Возраст, аудитория, объявления и app access заполнены",CODE REVIEW / LOCAL API,3,Существенный пользовательский результат,BLOCKED,../2026-09-18-remediation/STORE_CHECKLISTS.md,,Нет консоли магазина/подписанного артефакта/reviewer evidence; подробности в checklist.
PLAY-07,PLAY,ANDROID,release owner,Тип developer account и testing gate подтверждены,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,BLOCKED,../2026-09-18-remediation/STORE_CHECKLISTS.md,,Нет консоли магазина/подписанного артефакта/reviewer evidence; подробности в checklist.
PLAY-08,PLAY,ANDROID,release owner,"Иконки, метаданные и screenshots готовы",CODE REVIEW / LOCAL API,3,Существенный пользовательский результат,BLOCKED,../2026-09-18-remediation/STORE_CHECKLISTS.md,,Нет консоли магазина/подписанного артефакта/reviewer evidence; подробности в checklist.
PLAY-09,PLAY,ANDROID,release owner,Разрешения обоснованы и минимальны,CODE REVIEW / LOCAL API,3,Существенный пользовательский результат,PASS,../2026-09-18-remediation/evidence/android-permissions.txt; ../2026-09-18-remediation/evidence/android-aab-manifest.xml,D16,Финальный QA manifest проверен: только CAMERA/INTERNET и signature receiver. Системный picker/camera denial проверяются отдельно; не означает готовность store-консоли.
APPLE-01,APPLE,IOS,release owner,IPA подписан и проверен через TestFlight,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,BLOCKED,../2026-09-18-remediation/STORE_CHECKLISTS.md,,Нет консоли магазина/подписанного артефакта/reviewer evidence; подробности в checklist.
APPLE-02,APPLE,IOS,release owner,Архив собран Xcode 26+/iOS 26 SDK+,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,BLOCKED,../2026-09-18-remediation/STORE_CHECKLISTS.md,,Нет консоли магазина/подписанного артефакта/reviewer evidence; подробности в checklist.
APPLE-03,APPLE,IOS,release owner,Privacy manifests и required reasons проверены в архиве,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,BLOCKED,../2026-09-18-remediation/STORE_CHECKLISTS.md,,Нет консоли магазина/подписанного артефакта/reviewer evidence; подробности в checklist.
APPLE-04,APPLE,IOS,release owner,App Privacy и privacy policy соответствуют данным,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,FAIL,../2026-09-18-340b960/DEFECTS.md:D07,D07,Отсутствие in-app policy подтверждено; заполнение store-console форм не проверено.
APPLE-05,APPLE,IOS,release owner,Удаление аккаунта доступно в приложении,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,FAIL,../2026-09-18-340b960/DEFECTS.md:D06,D06,
APPLE-06,APPLE,IOS,release owner,"Возраст, метаданные, support и review notes готовы",CODE REVIEW / LOCAL API,3,Существенный пользовательский результат,BLOCKED,../2026-09-18-remediation/STORE_CHECKLISTS.md,,Нет консоли магазина/подписанного артефакта/reviewer evidence; подробности в checklist.
APPLE-07,APPLE,IOS,release owner,Reviewer может войти и проверить роли/лояльность,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,BLOCKED,../2026-09-18-remediation/STORE_CHECKLISTS.md,,Нет консоли магазина/подписанного артефакта/reviewer evidence; подробности в checklist.
APPLE-08,APPLE,IOS,release owner,Entitlements и permission descriptions соответствуют поведению,CODE REVIEW / LOCAL API,3,Существенный пользовательский результат,BLOCKED,../2026-09-18-remediation/STORE_CHECKLISTS.md,,Нет консоли магазина/подписанного артефакта/reviewer evidence; подробности в checklist.
UI-01-ANDROID,UI,ANDROID,все,"Все экраны: сетка, типографика, иконки и изображения без артефактов",PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,NOT TESTED,DEVICE_RUN.md,,"Часть путей проверена на Redmi (DEVICE_RUN/SCREEN_MATRIX), но полный сформулированный критерий не подтверждён. Не засчитано по частичной проверке."
UI-02-ANDROID,UI,ANDROID,все,Селекты не перекрываются картой/клавиатурой и читаются,PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,PASS,evidence/screenshots/map-select-empty-keyboard.png; evidence/screenshots/map-select-after.png,,"На Redmi проверены branch select карты и checkout: клавиатура, поиск, отсутствие перекрытия и читаемые варианты. iOS/второй размер отдельно."
UI-03-ANDROID,UI,ANDROID,все,Карта и атрибуция не перекрыты и дают понятный fallback,PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,PASS,evidence/native-map-network.json; evidence/screenshots/map-return-from-external.png,,"Реальные OSM tiles/атрибуция/popup, отключение сети→fallback→ручной выбор→retry и внешний2GIS."
UI-04-ANDROID,UI,ANDROID,все,"Компактный/большой экран: safe area, длинные строки и scroll без потери действий",PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,NOT TESTED,DEVICE_RUN.md,,"Часть путей проверена на Redmi (DEVICE_RUN/SCREEN_MATRIX), но полный сформулированный критерий не подтверждён. Не засчитано по частичной проверке."
UI-05-ANDROID,UI,ANDROID,все,Loading/empty/error/disabled/selected/success визуально согласованы,PHYSICAL DEVICE / standalone RELEASE,3,Существенный пользовательский результат,NOT TESTED,DEVICE_RUN.md,,"Часть путей проверена на Redmi (DEVICE_RUN/SCREEN_MATRIX), но полный сформулированный критерий не подтверждён. Не засчитано по частичной проверке."
UI-06-ANDROID,UI,ANDROID,все,Системная dark mode не ломает light theme,PHYSICAL DEVICE / standalone RELEASE,3,Существенный пользовательский результат,PASS,evidence/native-runtime.json; evidence/screenshots/final-system-dark-catalog.png,,"Включена системная darkmode, каталог и форма профиля сохраняют светлую читаемую тему; исходная настройка восстановлена."
UX-10-ANDROID,UX,ANDROID,все,Back/жесты и deep links сохраняют ожидаемое назначение,PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,NOT TESTED,DEVICE_RUN.md,,"Часть путей проверена на Redmi (DEVICE_RUN/SCREEN_MATRIX), но полный сформулированный критерий не подтверждён. Не засчитано по частичной проверке."
UX-11-ANDROID,UX,ANDROID,все,Селекты: выбор/отмена/очистка/повторное открытие и длинные варианты,PHYSICAL DEVICE / standalone RELEASE,3,Существенный пользовательский результат,PASS,evidence/screenshots/map-select-empty-keyboard.png; evidence/screenshots/map-selected-dordoy.png,,"Выбор, закрытие/отмена, пустой поиск, повторное открытие без прежнего фильтра проверены на Redmi; длинные названия филиалов читаются."
UX-12-ANDROID,UX,ANDROID,все,Первый запуск и возвращение после входа сохраняют контекст,PHYSICAL DEVICE / standalone RELEASE,3,Существенный пользовательский результат,PASS,evidence/native-auth-return.json; evidence/native-final-pass.json; evidence/auth-destination.log,D35,"First install v1 and updates preserve session. Physical v10/v11 guest service login resumes service; guest cart→login resumes checkout with contact fields and cart. Allowlist rejects external/auth-loop paths. Registration continuation unit/code covered, initial native registration separately verified."
CORE-20-ANDROID,CORE,ANDROID,гость/покупатель; сантехник для заявок,Регистрация/вход/выход и редактирование профиля сквозным путём,PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,PASS,evidence/screenshots/native-register-no-code.png; evidence/screenshots/native-profile-after-update.png; evidence/native-admin-orders.json,,"Новая customer registration безOTP, посимвольный телефон, редактирование имени/адреса, logout/login и вход admin выполнены на устройстве. Телефон остаётся неподтверждённым."
