id,screen,source,role,access,required_states,web_observed,android,ios,evidence,defects,not_tested
S16,/image-search,app/image-search/index.tsx,все,"public; карты скрыты из professional tab bar, direct route остаётся",обычное; loading; empty; error; retry; доступ; сохранение где применимо,guest: default,"PARTIAL VERIFIED: Redmi Release QA v1–v8; Camera permissiondenied/cancel, PhotoPickeropen/cancel",DEFERRED BY OWNER: вне текущего Android-выпуска; прежняя нативная проверка не выполнена,../2026-09-18-remediation/evidence/screenshots/guest-image-search.png;evidence/screenshots/camera-denied.png,,"Полная матрица loading/empty/error/retry/access для всех ролей, второй размер, TalkBack и все native permissions/gestures не выводятся из частичного пути. iOS отложен владельцем."
S17,/,app/index.tsx,все,initial auth restore → welcome/catalog/plumber-home,обычное; loading; empty; error; retry; доступ; сохранение где применимо,guest: root redirect,NOT TESTED: screen-specific full matrix not completed on standalone release,DEFERRED BY OWNER: вне текущего Android-выпуска; прежняя нативная проверка не выполнена,../2026-09-18-remediation/evidence/screenshots/extra-root.png,,"Полная матрица loading/empty/error/retry/access для всех ролей, второй размер, TalkBack и все native permissions/gestures не выводятся из частичного пути. iOS отложен владельцем."
S18,/orders/[id],app/orders/[id].tsx,владелец заказа,auth+ownership,обычное; loading; empty; error; retry; доступ; сохранение где применимо,customer: default,"PARTIAL VERIFIED: Redmi Release QA v1–v8; Сохранённый серверныйID,товары/цена/контакты/история",DEFERRED BY OWNER: вне текущего Android-выпуска; прежняя нативная проверка не выполнена,../2026-09-18-remediation/evidence/screenshots/customer-orders-f50ad330-24d7-4a68-b497-f00935a6a7ad.png;../2026-09-18-remediation/evidence/screenshots/customer-orders-f50ad330-24d7-4a68-b497-f00935a6a7ad-bottom.png;../2026-09-18-remediation/evidence/screenshots/flow-order-confirmed.png;../2026-09-18-remediation/evidence/screenshots/flow-order-reopened.png;evidence/screenshots/final-delivery-reopened.png,D02,"Полная матрица loading/empty/error/retry/access для всех ролей, второй размер, TalkBack и все native permissions/gestures не выводятся из частичного пути. iOS отложен владельцем."
S19,/plumber/apply,app/plumber/apply.tsx,покупатель/любой plumber status,auth; pending/rejected/suspended/approved UI,обычное; loading; empty; error; retry; доступ; сохранение где применимо,guest: default; customer: default; plumber: default,NOT TESTED: screen-specific full matrix not completed on standalone release,DEFERRED BY OWNER: вне текущего Android-выпуска; прежняя нативная проверка не выполнена,../2026-09-18-remediation/evidence/screenshots/guest-plumber-apply.png;../2026-09-18-remediation/evidence/screenshots/customer-plumber-apply.png;../2026-09-18-remediation/evidence/screenshots/plumber-plumber-apply.png;../2026-09-18-remediation/evidence/screenshots/customer-plumber-apply-bottom.png;evidence/native-final-pass.json,"D07,D08,D14","Полная матрица loading/empty/error/retry/access для всех ролей, второй размер, TalkBack и все native permissions/gestures не выводятся из частичного пути. iOS отложен владельцем."
S20,/plumber/content,app/plumber/content.tsx,approved plumber,content active + training registration,обычное; loading; empty; error; retry; доступ; сохранение где применимо,plumber: default,NOT TESTED: screen-specific full matrix not completed on standalone release,DEFERRED BY OWNER: вне текущего Android-выпуска; прежняя нативная проверка не выполнена,../2026-09-18-remediation/evidence/screenshots/plumber-plumber-content.png,,"Полная матрица loading/empty/error/retry/access для всех ролей, второй размер, TalkBack и все native permissions/gestures не выводятся из частичного пути. iOS отложен владельцем."
S21,/plumber/history,app/plumber/history.tsx,approved plumber,status filters,обычное; loading; empty; error; retry; доступ; сохранение где применимо,plumber: default; plumber: filter Все; plumber: filter Ожидает; plumber: filter Начислено; plumber: filter Использовано; plumber: filter Возвраты,NOT TESTED: screen-specific full matrix not completed on standalone release,DEFERRED BY OWNER: вне текущего Android-выпуска; прежняя нативная проверка не выполнена,../2026-09-18-remediation/evidence/screenshots/plumber-plumber-history.png;../2026-09-18-remediation/evidence/screenshots/extra-history-all.png;../2026-09-18-remediation/evidence/screenshots/extra-history-pending.png;../2026-09-18-remediation/evidence/screenshots/extra-history-available.png;../2026-09-18-remediation/evidence/screenshots/extra-history-spent.png;../2026-09-18-remediation/evidence/screenshots/extra-history-returns.png;../2026-09-18-remediation/evidence/screenshots/plumber-plumber-history-bottom.png;../2026-09-18-remediation/evidence/screenshots/extra-history-all-bottom.png;../2026-09-18-remediation/evidence/screenshots/extra-history-available-bottom.png;../2026-09-18-remediation/evidence/screenshots/flow-ledger-last-page.png;../2026-09-18-remediation/evidence/ui-flows.json;evidence/native-final-pass.json,"D11,D15","Полная матрица loading/empty/error/retry/access для всех ролей, второй размер, TalkBack и все native permissions/gestures не выводятся из частичного пути. iOS отложен владельцем."
S22,/plumber/qr,app/plumber/qr.tsx,approved plumber,QR+brightness,обычное; loading; empty; error; retry; доступ; сохранение где применимо,plumber: default,NOT TESTED: screen-specific full matrix not completed on standalone release,DEFERRED BY OWNER: вне текущего Android-выпуска; прежняя нативная проверка не выполнена,../2026-09-18-remediation/evidence/screenshots/plumber-plumber-qr.png,,"Полная матрица loading/empty/error/retry/access для всех ролей, второй размер, TalkBack и все native permissions/gestures не выводятся из частичного пути. iOS отложен владельцем."
S23,/plumber/reviews,app/plumber/reviews.tsx,approved plumber,review list,обычное; loading; empty; error; retry; доступ; сохранение где применимо,plumber: default,NOT TESTED: screen-specific full matrix not completed on standalone release,DEFERRED BY OWNER: вне текущего Android-выпуска; прежняя нативная проверка не выполнена,../2026-09-18-remediation/evidence/screenshots/plumber-plumber-reviews.png;evidence/native-final-pass.json,,"Полная матрица loading/empty/error/retry/access для всех ролей, второй размер, TalkBack и все native permissions/gestures не выводятся из частичного пути. iOS отложен владельцем."
S24,/plumber/rewards,app/plumber/rewards.tsx,approved plumber,balance+reward stock,обычное; loading; empty; error; retry; доступ; сохранение где применимо,plumber: default; followup confirm/lost201/reload/recover/receipt/account isolation/ack,NOT TESTED: screen-specific full matrix not completed on standalone release,DEFERRED BY OWNER: вне текущего Android-выпуска; прежняя нативная проверка не выполнена,../2026-09-18-remediation/evidence/screenshots/plumber-plumber-rewards.png;../2026-09-18-remediation/evidence/screenshots/plumber-plumber-rewards-bottom.png;../2026-09-18-followup/evidence/reward-ui.json;../2026-09-18-followup/evidence/screenshots/reward-recovered.png,,"Полная матрица loading/empty/error/retry/access для всех ролей, второй размер, TalkBack и все native permissions/gestures не выводятся из частичного пути. iOS отложен владельцем."
S25,/product/[id],app/product/[id].tsx,все,"public; карты скрыты из professional tab bar, direct route остаётся",обычное; loading; empty; error; retry; доступ; сохранение где применимо,guest: default; full2365 public capture; real categories/ID gateway,PARTIAL VERIFIED: Redmi Release QA v1–v8; Реальное фото иplaceholder1:1; production a13a32b normal path with live HTTPS API PASS (evidence/native-production-release.json),DEFERRED BY OWNER: вне текущего Android-выпуска; прежняя нативная проверка не выполнена,../2026-09-18-remediation/evidence/screenshots/guest-product-50f5a432-b716-4112-9195-7055803b5b36.png;../2026-09-18-followup/evidence/visual.json;../2026-09-18-followup/evidence/gateway-real-source.json;evidence/screenshots/real-product-photo-after.png,D12,"Полная матрица loading/empty/error/retry/access для всех ролей, второй размер, TalkBack и все native permissions/gestures не выводятся из частичного пути. iOS отложен владельцем."
S26,/profile/about,app/profile/about.tsx,все,"public; карты скрыты из professional tab bar, direct route остаётся",обычное; loading; empty; error; retry; доступ; сохранение где применимо,guest: default,NOT TESTED: screen-specific full matrix not completed on standalone release,DEFERRED BY OWNER: вне текущего Android-выпуска; прежняя нативная проверка не выполнена,../2026-09-18-remediation/evidence/screenshots/guest-profile-about.png;../2026-09-18-remediation/evidence/screenshots/guest-profile-about-bottom.png,"D06,D07","Полная матрица loading/empty/error/retry/access для всех ролей, второй размер, TalkBack и все native permissions/gestures не выводятся из частичного пути. iOS отложен владельцем."
S27,/profile/edit,app/profile/edit.tsx,покупатель/мастер,auth,обычное; loading; empty; error; retry; доступ; сохранение где применимо,customer: default,PARTIAL VERIFIED: Redmi Release QA v1–v8; Customername/address edit сохраняются,DEFERRED BY OWNER: вне текущего Android-выпуска; прежняя нативная проверка не выполнена,../2026-09-18-remediation/evidence/screenshots/customer-profile-edit.png;evidence/screenshots/native-profile-after-update.png,,"Полная матрица loading/empty/error/retry/access для всех ролей, второй размер, TalkBack и все native permissions/gestures не выводятся из частичного пути. iOS отложен владельцем."
S28,/profile/telegram,app/profile/telegram.tsx,покупатель/мастер,auth; connected/disconnected,обычное; loading; empty; error; retry; доступ; сохранение где применимо,customer: default,NOT TESTED: screen-specific full matrix not completed on standalone release,DEFERRED BY OWNER: вне текущего Android-выпуска; прежняя нативная проверка не выполнена,../2026-09-18-remediation/evidence/screenshots/customer-profile-telegram.png,,"Полная матрица loading/empty/error/retry/access для всех ролей, второй размер, TalkBack и все native permissions/gestures не выводятся из частичного пути. iOS отложен владельцем."
S29,/category/[id]: поиск и сортировка,см. экранные компоненты,все,public,открытие;выбор;отмена;повтор;disabled;длинное;ошибка;Back;клавиатура где применимо,guest: 320x568; guest: sort selector open; guest: sort selected; guest: empty search; guest: search result,"PARTIAL VERIFIED: Redmi Release QA v1–v8; ПоискVCLND/фото; пагинациясервером,однаinitialpage",DEFERRED BY OWNER: вне текущего Android-выпуска; прежняя нативная проверка не выполнена,../2026-09-18-remediation/evidence/screenshots/compact-category.png;../2026-09-18-remediation/evidence/screenshots/extra-sort-open.png;../2026-09-18-remediation/evidence/screenshots/extra-sort-selected.png;../2026-09-18-remediation/evidence/screenshots/extra-category-empty.png;../2026-09-18-remediation/evidence/screenshots/extra-category-search.png;../2026-09-18-remediation/evidence/screenshots/compact-category-bottom.png;../2026-09-18-remediation/evidence/screenshots/extra-sort-open-bottom.png;../2026-09-18-remediation/evidence/screenshots/extra-sort-selected-bottom.png;evidence/screenshots/all-products-photo-after.png,R02,"Полная матрица loading/empty/error/retry/access для всех ролей, второй размер, TalkBack и все native permissions/gestures не выводятся из частичного пути. iOS отложен владельцем."
S30,/checkout: pickup/delivery и6 филиалов,см. экранные компоненты,покупатель,auth,открытие;выбор;отмена;повтор;disabled;длинное;ошибка;Back;клавиатура где применимо,customer: default; customer: delivery,"PARTIAL VERIFIED: Redmi Release QA v1–v8; Pickup/delivery, quote123,45,branchselectsearch/close/reopen",DEFERRED BY OWNER: вне текущего Android-выпуска; прежняя нативная проверка не выполнена,../2026-09-18-remediation/evidence/screenshots/customer-checkout-pickup.png;../2026-09-18-remediation/evidence/screenshots/customer-checkout-delivery.png;../2026-09-18-remediation/evidence/screenshots/flow-select-search.png;../2026-09-18-remediation/evidence/screenshots/flow-trusted-quote.png;../2026-09-18-remediation/evidence/screenshots/flow-lost-response.png;../2026-09-18-remediation/evidence/ui-flows.json;evidence/screenshots/font7-delivery-quote.png,D03,"Полная матрица loading/empty/error/retry/access для всех ролей, второй размер, TalkBack и все native permissions/gestures не выводятся из частичного пути. iOS отложен владельцем."
S31,/find-plumber: раскрывающаяся форма/отзыв,см. экранные компоненты,покупатель,auth; review после completed,открытие;выбор;отмена;повтор;disabled;длинное;ошибка;Back;клавиатура где применимо,customer: expanded form,"PARTIAL VERIFIED: Redmi Release QA v1–v8; Новаязаявка,consent,успешноесохранение;reviewсм.native-service-flow",DEFERRED BY OWNER: вне текущего Android-выпуска; прежняя нативная проверка не выполнена,../2026-09-18-remediation/evidence/screenshots/extra-find-plumber-form.png;../2026-09-18-remediation/evidence/screenshots/extra-find-plumber-form-bottom.png;evidence/screenshots/native-service-created.png,D14,"Полная матрица loading/empty/error/retry/access для всех ролей, второй размер, TalkBack и все native permissions/gestures не выводятся из частичного пути. iOS отложен владельцем."
S32,/admin: Сводка/Анкеты/Заявки/Чеки/Правила,см. экранные компоненты,admin,admin,открытие;выбор;отмена;повтор;disabled;длинное;ошибка;Back;клавиатура где применимо,admin: default; admin: Анкеты; admin: Заявки; admin: Чеки; admin: Правила,PARTIAL VERIFIED: Redmi Release QA v1–v8; Overview/recovery/leadsassignment; ordersдобавленыотдельно,DEFERRED BY OWNER: вне текущего Android-выпуска; прежняя нативная проверка не выполнена,../2026-09-18-remediation/evidence/screenshots/admin-overview.png;../2026-09-18-remediation/evidence/screenshots/admin-applications.png;../2026-09-18-remediation/evidence/screenshots/admin-leads.png;../2026-09-18-remediation/evidence/screenshots/admin-receipts.png;../2026-09-18-remediation/evidence/screenshots/admin-rules.png;../2026-09-18-remediation/evidence/screenshots/admin-overview-bottom.png;../2026-09-18-remediation/evidence/screenshots/admin-applications-bottom.png;../2026-09-18-remediation/evidence/screenshots/admin-receipts-bottom.png;../2026-09-18-remediation/evidence/screenshots/admin-rules-bottom.png;evidence/screenshots/native-admin-leads.png,"D01,D15","Полная матрица loading/empty/error/retry/access для всех ролей, второй размер, TalkBack и все native permissions/gestures не выводятся из частичного пути. iOS отложен владельцем."
S33,/plumber/history:5 фильтров,см. экранные компоненты,approved plumber,auth,открытие;выбор;отмена;повтор;disabled;длинное;ошибка;Back;клавиатура где применимо,plumber: filter Все; plumber: filter Ожидает; plumber: filter Начислено; plumber: filter Использовано; plumber: filter Возвраты,NOT TESTED: screen-specific full matrix not completed on standalone release,DEFERRED BY OWNER: вне текущего Android-выпуска; прежняя нативная проверка не выполнена,../2026-09-18-remediation/evidence/screenshots/extra-history-all.png;../2026-09-18-remediation/evidence/screenshots/extra-history-pending.png;../2026-09-18-remediation/evidence/screenshots/extra-history-available.png;../2026-09-18-remediation/evidence/screenshots/extra-history-spent.png;../2026-09-18-remediation/evidence/screenshots/extra-history-returns.png;../2026-09-18-remediation/evidence/screenshots/extra-history-all-bottom.png;../2026-09-18-remediation/evidence/screenshots/extra-history-available-bottom.png;../2026-09-18-remediation/evidence/screenshots/flow-ledger-last-page.png;../2026-09-18-remediation/evidence/ui-flows.json,D11,"Полная матрица loading/empty/error/retry/access для всех ролей, второй размер, TalkBack и все native permissions/gestures не выводятся из частичного пути. iOS отложен владельцем."
S34,/plumber/rewards: confirm dialog,см. экранные компоненты,approved plumber,доступный баланс,открытие;выбор;отмена;повтор;disabled;длинное;ошибка;Back;клавиатура где применимо,NOT TESTED: native-only acceptance / native Alert unavailable in web,NOT TESTED: screen-specific full matrix not completed on standalone release,DEFERRED BY OWNER: вне текущего Android-выпуска; прежняя нативная проверка не выполнена,../2026-09-18-remediation/NATIVE_OWNER_CHECK.md,,"Полная матрица loading/empty/error/retry/access для всех ролей, второй размер, TalkBack и все native permissions/gestures не выводятся из частичного пути. iOS отложен владельцем."
S35,Native Alert / permission / keyboard / external app,см. экранные компоненты,все,камера/галерея/яркость/ошибки/подтверждение,открытие;выбор;отмена;повтор;disabled;длинное;ошибка;Back;клавиатура где применимо,NOT TESTED: native-only acceptance / native Alert unavailable in web,PARTIAL VERIFIED: Redmi Release QA v1–v8; Checkout/servicealerts; keyboard; cameradenial; external2GISreturn,DEFERRED BY OWNER: вне текущего Android-выпуска; прежняя нативная проверка не выполнена,../2026-09-18-remediation/NATIVE_OWNER_CHECK.md;evidence/screenshots/map-return-from-external.png,,"Полная матрица loading/empty/error/retry/access для всех ролей, второй размер, TalkBack и все native permissions/gestures не выводятся из частичного пути. iOS отложен владельцем."
