id,screen,source,role,access,required_states,web_observed,android,ios,evidence,defects,not_tested
S12,/admin,app/admin/index.tsx,admin,user.isAdmin + server hasAdminAccess,обычное; loading; empty; error; retry; доступ; сохранение где применимо,default; Анкеты; Заявки; Правила; Чеки,BLOCKED: no release/device,BLOCKED: no release/device,evidence/screenshots/guest-admin.png;evidence/screenshots/admin-overview.png;evidence/screenshots/admin-applications.png;evidence/screenshots/admin-leads.png;evidence/screenshots/admin-receipts.png;evidence/screenshots/admin-rules.png,"D01,D15",Нативные состояния/клавиатура/Back/жесты; полный state matrix не закрыт. Непоказанные роли/данные/ошибки не считаются PASS.
S13,/category/[id],app/category/[id].tsx,все,"public; карты скрыты из professional tab bar, direct route остаётся",обычное; loading; empty; error; retry; доступ; сохранение где применимо,320x568; default,BLOCKED: no release/device,BLOCKED: no release/device,evidence/screenshots/guest-category-all-products.png;evidence/screenshots/compact-category.png,,Нативные состояния/клавиатура/Back/жесты; полный state matrix не закрыт. Непоказанные роли/данные/ошибки не считаются PASS.
S14,/checkout,app/checkout/index.tsx,покупатель/approved plumber,auth; mode=reservation требует approved,обычное; loading; empty; error; retry; доступ; сохранение где применимо,default; delivery,BLOCKED: no release/device,BLOCKED: no release/device,evidence/screenshots/customer-checkout-pickup.png;evidence/screenshots/customer-checkout-delivery.png;evidence/screenshots/extra-checkout-with-cart.png,"D02,D03",Нативные состояния/клавиатура/Back/жесты; полный state matrix не закрыт. Непоказанные роли/данные/ошибки не считаются PASS.
S15,/find-plumber,app/find-plumber/index.tsx,покупатель,auth; гость видит prompt,обычное; loading; empty; error; retry; доступ; сохранение где применимо,default; form,BLOCKED: no release/device,BLOCKED: no release/device,evidence/screenshots/guest-find-plumber.png;evidence/screenshots/customer-find-plumber.png;evidence/screenshots/extra-find-plumber-form.png,,Нативные состояния/клавиатура/Back/жесты; полный state matrix не закрыт. Непоказанные роли/данные/ошибки не считаются PASS.
S16,/image-search,app/image-search/index.tsx,все,"public; карты скрыты из professional tab bar, direct route остаётся",обычное; loading; empty; error; retry; доступ; сохранение где применимо,default,BLOCKED: no release/device,BLOCKED: no release/device,evidence/screenshots/guest-image-search.png,,Нативные состояния/клавиатура/Back/жесты; полный state matrix не закрыт. Непоказанные роли/данные/ошибки не считаются PASS.
S17,/,app/index.tsx,все,initial auth restore → welcome/catalog/plumber-home,обычное; loading; empty; error; retry; доступ; сохранение где применимо,CODE REVIEW only; redirect/entry not captured separately,BLOCKED: no release/device,BLOCKED: no release/device,,,Нативные состояния/клавиатура/Back/жесты; полный state matrix не закрыт. Непоказанные роли/данные/ошибки не считаются PASS.
S18,/orders/[id],app/orders/[id].tsx,владелец заказа,auth+ownership,обычное; loading; empty; error; retry; доступ; сохранение где применимо,default; post submit,BLOCKED: no release/device,BLOCKED: no release/device,evidence/screenshots/customer-orders-0275844e-4ebd-45be-8609-d3121905e67c.png;evidence/screenshots/extra-checkout-submit.png,D02,Нативные состояния/клавиатура/Back/жесты; полный state matrix не закрыт. Непоказанные роли/данные/ошибки не считаются PASS.
S19,/plumber/apply,app/plumber/apply.tsx,покупатель/любой plumber status,auth; pending/rejected/suspended/approved UI,обычное; loading; empty; error; retry; доступ; сохранение где применимо,default,BLOCKED: no release/device,BLOCKED: no release/device,evidence/screenshots/guest-plumber-apply.png;evidence/screenshots/customer-plumber-apply.png;evidence/screenshots/plumber-plumber-apply.png,"D07,D08,D14",Нативные состояния/клавиатура/Back/жесты; полный state matrix не закрыт. Непоказанные роли/данные/ошибки не считаются PASS.
S20,/plumber/content,app/plumber/content.tsx,approved plumber,content active + training registration,обычное; loading; empty; error; retry; доступ; сохранение где применимо,default,BLOCKED: no release/device,BLOCKED: no release/device,evidence/screenshots/plumber-plumber-content.png,,Нативные состояния/клавиатура/Back/жесты; полный state matrix не закрыт. Непоказанные роли/данные/ошибки не считаются PASS.
S21,/plumber/history,app/plumber/history.tsx,approved plumber,status filters,обычное; loading; empty; error; retry; доступ; сохранение где применимо,default; loading after selecting returns; completed filter response verified separately via API.; populated loyalty fixtures,BLOCKED: no release/device,BLOCKED: no release/device,evidence/screenshots/plumber-plumber-history.png;evidence/screenshots/extra-plumber-history.png;evidence/screenshots/extra-history-returns.png,"D11,D15",Нативные состояния/клавиатура/Back/жесты; полный state matrix не закрыт. Непоказанные роли/данные/ошибки не считаются PASS.
S22,/plumber/qr,app/plumber/qr.tsx,approved plumber,QR+brightness,обычное; loading; empty; error; retry; доступ; сохранение где применимо,default,BLOCKED: no release/device,BLOCKED: no release/device,evidence/screenshots/plumber-plumber-qr.png,,Нативные состояния/клавиатура/Back/жесты; полный state matrix не закрыт. Непоказанные роли/данные/ошибки не считаются PASS.
S23,/plumber/reviews,app/plumber/reviews.tsx,approved plumber,review list,обычное; loading; empty; error; retry; доступ; сохранение где применимо,default,BLOCKED: no release/device,BLOCKED: no release/device,evidence/screenshots/plumber-plumber-reviews.png,,Нативные состояния/клавиатура/Back/жесты; полный state matrix не закрыт. Непоказанные роли/данные/ошибки не считаются PASS.
S24,/plumber/rewards,app/plumber/rewards.tsx,approved plumber,balance+reward stock,обычное; loading; empty; error; retry; доступ; сохранение где применимо,default; populated loyalty fixtures; reward list: attempted selector Получить did not match Обменять бонусы; redemption not exercised via UI.,BLOCKED: no release/device,BLOCKED: no release/device,evidence/screenshots/plumber-plumber-rewards.png;evidence/screenshots/extra-plumber-rewards.png;evidence/screenshots/extra-reward-action.png,,Нативные состояния/клавиатура/Back/жесты; полный state matrix не закрыт. Непоказанные роли/данные/ошибки не считаются PASS.
S25,/product/[id],app/product/[id].tsx,все,"public; карты скрыты из professional tab bar, direct route остаётся",обычное; loading; empty; error; retry; доступ; сохранение где применимо,default,BLOCKED: no release/device,BLOCKED: no release/device,evidence/screenshots/guest-product-c34f7883-3475-44ed-9401-2065b7fc221b.png,D12,Нативные состояния/клавиатура/Back/жесты; полный state matrix не закрыт. Непоказанные роли/данные/ошибки не считаются PASS.
S26,/profile/about,app/profile/about.tsx,все,"public; карты скрыты из professional tab bar, direct route остаётся",обычное; loading; empty; error; retry; доступ; сохранение где применимо,default,BLOCKED: no release/device,BLOCKED: no release/device,evidence/screenshots/guest-profile-about.png,"D06,D07",Нативные состояния/клавиатура/Back/жесты; полный state matrix не закрыт. Непоказанные роли/данные/ошибки не считаются PASS.
S27,/profile/edit,app/profile/edit.tsx,покупатель/мастер,auth,обычное; loading; empty; error; retry; доступ; сохранение где применимо,default,BLOCKED: no release/device,BLOCKED: no release/device,evidence/screenshots/customer-profile-edit.png,,Нативные состояния/клавиатура/Back/жесты; полный state matrix не закрыт. Непоказанные роли/данные/ошибки не считаются PASS.
S28,/profile/telegram,app/profile/telegram.tsx,покупатель/мастер,auth; connected/disconnected,обычное; loading; empty; error; retry; доступ; сохранение где применимо,default,BLOCKED: no release/device,BLOCKED: no release/device,evidence/screenshots/customer-profile-telegram.png,,Нативные состояния/клавиатура/Back/жесты; полный state matrix не закрыт. Непоказанные роли/данные/ошибки не считаются PASS.
S29,/category/[id]: поиск и сортировка,см. экранные компоненты,все,public,открытие;выбор;отмена;повтор;disabled;длинное;ошибка;Back;клавиатура где применимо,3chips; compact layout; search typing/full multi-page sorting NOT TESTED,BLOCKED,BLOCKED,evidence/screenshots/guest-category-all-products.png,R02,Полный runtime cycle на устройствах не выполнен
S30,/checkout: pickup/delivery и6 филиалов,см. экранные компоненты,покупатель,auth,открытие;выбор;отмена;повтор;disabled;длинное;ошибка;Back;клавиатура где применимо,selected pickup/delivery; сохранение между открытиями формы NOT TESTED,BLOCKED,BLOCKED,evidence/screenshots/customer-checkout-delivery.png,D03,Полный runtime cycle на устройствах не выполнен
S31,/find-plumber: раскрывающаяся форма/отзыв,см. экранные компоненты,покупатель,auth; review после completed,открытие;выбор;отмена;повтор;disabled;длинное;ошибка;Back;клавиатура где применимо,форма раскрыта; отзыв domain-tested; inline completed review NOT TESTED,BLOCKED,BLOCKED,evidence/screenshots/extra-find-plumber-form.png,D14,Полный runtime cycle на устройствах не выполнен
S32,/admin: Сводка/Анкеты/Заявки/Чеки/Правила,см. экранные компоненты,admin,admin,открытие;выбор;отмена;повтор;disabled;длинное;ошибка;Back;клавиатура где применимо,все5 tabs сняты; запись form и reward actions UI NOT TESTED,BLOCKED,BLOCKED,evidence/screenshots/admin-rules.png,"D01,D15",Полный runtime cycle на устройствах не выполнен
S33,/plumber/history:5 фильтров,см. экранные компоненты,approved plumber,auth,открытие;выбор;отмена;повтор;disabled;длинное;ошибка;Back;клавиатура где применимо,default и loading returns; API filtered response; все фильтры UI NOT TESTED,BLOCKED,BLOCKED,evidence/screenshots/extra-history-returns.png,D11,Полный runtime cycle на устройствах не выполнен
S34,/plumber/rewards: confirm dialog,см. экранные компоненты,approved plumber,доступный баланс,открытие;выбор;отмена;повтор;disabled;длинное;ошибка;Back;клавиатура где применимо,NOT TESTED UI confirmation; domain redemption/cancellation PASS,BLOCKED,BLOCKED,evidence/screenshots/extra-plumber-rewards.png,,Полный runtime cycle на устройствах не выполнен
S35,Native Alert / permission / keyboard / external app,см. экранные компоненты,все,камера/галерея/яркость/ошибки/подтверждение,открытие;выбор;отмена;повтор;disabled;длинное;ошибка;Back;клавиатура где применимо,BLOCKED native; browser alert не заменяет native dialog,BLOCKED,BLOCKED,,,Полный runtime cycle на устройствах не выполнен
S36,Toast добавления в корзину,см. экранные компоненты,гость/покупатель,product card,открытие;выбор;отмена;повтор;disabled;длинное;ошибка;Back;клавиатура где применимо,добавление состоялось и пережило reload; toast timing отдельно NOT TESTED,BLOCKED,BLOCKED,evidence/screenshots/extra-cart-real-add.png,,Полный runtime cycle на устройствах не выполнен
