id,domain,platform,role,expected,method,weight,weight_reason,status,evidence,defect_ids,limitation
LOY-11,LOY,SHARED,подтверждённый сантехник; admin/POS для начисления,Возврат и списание одновременно сохраняют инвариант баланса,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,NOT TESTED,DEFECTS.md:Q01/Q02,,Race возврат+списание и полная сверка out-of-order ещё не проверены; отрицательный долг и replay policy требуют решения.
LOY-12,LOY,SHARED,подтверждённый сантехник; admin/POS для начисления,События не по порядку согласуются после повторной доставки,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,NOT TESTED,DEFECTS.md:Q01/Q02,,Race возврат+списание и полная сверка out-of-order ещё не проверены; отрицательный долг и replay policy требуют решения.
LOY-13,LOY,SHARED,подтверждённый сантехник; admin/POS для начисления,POS/1C staging проходит сквозную сверку,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,BLOCKED,docs/pos-1c-contract.md,,"Нет POS/1C staging, согласованной схемы M2M и тестовых фискальных событий."
LOY-14,LOY,SHARED,подтверждённый сантехник; admin/POS для начисления,Правила и условия доступны перед согласием в UI,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,FAIL,app/plumber/apply.tsx:125; evidence/screenshots/customer-plumber-apply-bottom.png,D08,
LOY-15,LOY,SHARED,подтверждённый сантехник; admin/POS для начисления,Конфигурация ставки применяется согласно опубликованным правилам,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,BLOCKED,evidence/loyalty-extra.json:base_zero_level_floor,,"Коммерческая семантика max(base,level) не утверждена."
LOY-16,LOY,SHARED,подтверждённый сантехник; admin/POS для начисления,Отмена награды возвращает бонусы один раз,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,PASS,evidence/loyalty-extra.json; evidence/loyalty-integration.log,,LOCAL PostgreSQL / domain tests / MOCK Telegram. Ожидание14д моделировалось сдвигом available_at; не real POS и не mobile E2E.
API-01,API,SHARED,все,Цена заказа получается из доверенного серверного каталога,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,FAIL,evidence/api-negative-results.json,D03,
API-02,API,SHARED,все,Сервер проверяет филиал и актуальное наличие заказа,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,FAIL,evidence/api-negative-results.json,D03,
API-03,API,SHARED,все,Каталог не допускает записи через прокси,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,PASS,evidence/api-negative-results.json:catalog_write_denied,,
API-04,API,SHARED,все,Telegram retry/outbox корректен с изолированным транспортом,CODE REVIEW / LOCAL API,3,Существенный пользовательский результат,PASS,evidence/loyalty-integration.log; evidence/orders-integration.log,,MOCK Telegram; реальные доставки не проверены.
API-05,API,SHARED,все,REAL API health доступен без секретов,CODE REVIEW / LOCAL API,3,Существенный пользовательский результат,PASS,evidence/real-api-summary.json,,"Только безопасный health200; deployed commit неизвестен, health не deep readiness."
API-06,API,SHARED,все,Контракт ошибок не раскрывает внутренние SQL детали,CODE REVIEW / LOCAL API,3,Существенный пользовательский результат,FAIL,evidence/api-negative-results.json:concurrent_order_retry,D04,
API-07,API,SHARED,все,Доставка Telegram и webhook работают в staging,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,BLOCKED,SCOPE.md,,Реальные сообщения/webhook не разрешены в данном аудите; staging bot/chat не выделены.
REL-01,REL,SHARED,все,Typecheck клиента и сервера проходит,CODE REVIEW / LOCAL API,3,Существенный пользовательский результат,PASS,evidence/static-checks.log,,
REL-02,REL,SHARED,все,Lint проходит,CODE REVIEW / LOCAL API,1,Небольшая полировка,PASS,evidence/static-checks.log,,
REL-03,REL,SHARED,все,Web export компилируется,CODE REVIEW / LOCAL API,3,Существенный пользовательский результат,PASS,evidence/expo-export.log,,"Это только компиляция JS/assets, не signed native build."
REL-04,REL,SHARED,все,Android JS export компилируется,CODE REVIEW / LOCAL API,3,Существенный пользовательский результат,PASS,evidence/expo-export.log,,"Это только компиляция JS/assets, не signed native build."
REL-05,REL,SHARED,все,iOS JS export компилируется,CODE REVIEW / LOCAL API,3,Существенный пользовательский результат,PASS,evidence/expo-export.log,,"Это только компиляция JS/assets, не signed native build."
SEC-01,SEC,SHARED,все,Регистрация не позволяет самоназначить admin по непроверенному телефону,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,FAIL,evidence/api-negative-results.json,D01,
SEC-02,SEC,SHARED,все,Профиль не позволяет получить admin сменой непроверенного телефона,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,FAIL,evidence/api-negative-results.json,D01,
SEC-03,SEC,SHARED,все,Сессии можно отозвать после выхода/смены пароля,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,FAIL,scripts/server/auth.ts:60; src/hooks/useAuth.tsx:171,R03,CODE REVIEW: server-side отзыв отсутствует; фактическая кража токена не проверялась.
SEC-04,SEC,SHARED,все,Удаление аккаунта реализовано в UI/API,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,FAIL,app/(tabs)/profile/index.tsx; scripts/app-server.ts,D06,
SEC-05,SEC,SHARED,все,Политика приватности доступна в приложении,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,FAIL,evidence/screenshots/guest-profile-about.png,D07,
SEC-06,SEC,SHARED,все,Пароли хешируются с солью; проверка подписи/истечения отклоняет подмену,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,NOT TESTED,scripts/server/auth.ts:42,,Scrypt и подпись видны в коде; отдельные tamper/expiry тесты не выполнялись.
SEC-07,SEC,SHARED,все,Admin API отклоняет обычного пользователя,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,PASS,evidence/api-negative-results.json:ordinary_admin_denied,,Нормальная роль403. Это не отменяет D01 повышения прав.
SEC-08,SEC,SHARED,все,Rate limit нельзя обойти подменой клиентского заголовка,CODE REVIEW / LOCAL API,3,Существенный пользовательский результат,FAIL,evidence/api-negative-results.json:rate_limit_spoof,D17,Доказано напрямую локально; доверенная Railway proxy chain неизвестна.
SEC-09,SEC,SHARED,все,Клиентский bundle не содержит серверных секретов,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,NOT TESTED,evidence/expo-export.log,,Экспортирован локальный URL; состав настоящего production bundle/CI env не проверен.
SEC-10,SEC,SHARED,все,Зависимости проверены по реальной достижимости уязвимостей,CODE REVIEW / LOCAL API,3,Существенный пользовательский результат,NOT TESTED,evidence/npm-audit.json,R05,Сканер выполнен; достижимость и исправленные версии не закрыты полностью.
OPS-01,OPS,SHARED,release owner,Зафиксирован воспроизводимый release commit/build,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,FAIL,evidence/identity.json; evidence/git-status-before.txt,,Текущая версия dirty; только base commit не воспроизводит проверяемый продукт; manifest сохранён.
OPS-02,OPS,SHARED,release owner,Crash monitoring и диагностика release проверены,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,BLOCKED,BLOCKERS.md,,Нет operational evidence: monitoring/restore/runbook/staging/reviewer; отсутствие реализации за пределами repo не утверждается.
OPS-03,OPS,SHARED,release owner,Есть проверенный backup/restore БД и миграций,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,BLOCKED,BLOCKERS.md,,Нет operational evidence: monitoring/restore/runbook/staging/reviewer; отсутствие реализации за пределами repo не утверждается.
OPS-04,OPS,SHARED,release owner,Support и сценарий остановки rollout назначены,CODE REVIEW / LOCAL API,3,Существенный пользовательский результат,BLOCKED,BLOCKERS.md,,Нет operational evidence: monitoring/restore/runbook/staging/reviewer; отсутствие реализации за пределами repo не утверждается.
OPS-05,OPS,SHARED,release owner,Есть staging и reviewer accounts с нужными ролями,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,BLOCKED,BLOCKERS.md,,Нет operational evidence: monitoring/restore/runbook/staging/reviewer; отсутствие реализации за пределами repo не утверждается.
PLAY-01,PLAY,ANDROID,release owner,AAB подписан и проходит установку внутреннего трека,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,BLOCKED,STORE_CHECKLISTS.md,,Нет консоли магазина/подписанного артефакта/reviewer evidence; подробности в checklist.
PLAY-02,PLAY,ANDROID,release owner,Фактический target SDK соответствует API 36,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,BLOCKED,STORE_CHECKLISTS.md,,Нет консоли магазина/подписанного артефакта/reviewer evidence; подробности в checklist.
PLAY-03,PLAY,ANDROID,release owner,Все native библиотеки проверены на 16 KB,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,BLOCKED,STORE_CHECKLISTS.md,,Нет консоли магазина/подписанного артефакта/reviewer evidence; подробности в checklist.
PLAY-04,PLAY,ANDROID,release owner,Data safety и privacy policy соответствуют данным,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,FAIL,DEFECTS.md:D07,D07,Отсутствие in-app policy подтверждено; заполнение store-console форм не проверено.
PLAY-05,PLAY,ANDROID,release owner,Пути удаления в приложении и web доступны,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,FAIL,DEFECTS.md:D06,D06,
PLAY-06,PLAY,ANDROID,release owner,"Возраст, аудитория, объявления и app access заполнены",CODE REVIEW / LOCAL API,3,Существенный пользовательский результат,BLOCKED,STORE_CHECKLISTS.md,,Нет консоли магазина/подписанного артефакта/reviewer evidence; подробности в checklist.
PLAY-07,PLAY,ANDROID,release owner,Тип developer account и testing gate подтверждены,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,BLOCKED,STORE_CHECKLISTS.md,,Нет консоли магазина/подписанного артефакта/reviewer evidence; подробности в checklist.
PLAY-08,PLAY,ANDROID,release owner,"Иконки, метаданные и screenshots готовы",CODE REVIEW / LOCAL API,3,Существенный пользовательский результат,BLOCKED,STORE_CHECKLISTS.md,,Нет консоли магазина/подписанного артефакта/reviewer evidence; подробности в checklist.
PLAY-09,PLAY,ANDROID,release owner,Разрешения обоснованы и минимальны,CODE REVIEW / LOCAL API,3,Существенный пользовательский результат,FAIL,evidence/native-generated/AndroidManifest.xml; STORE_CHECKLISTS.md,D16,
APPLE-01,APPLE,IOS,release owner,IPA подписан и проверен через TestFlight,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,BLOCKED,STORE_CHECKLISTS.md,,Нет консоли магазина/подписанного артефакта/reviewer evidence; подробности в checklist.
APPLE-02,APPLE,IOS,release owner,Архив собран Xcode 26+/iOS 26 SDK+,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,BLOCKED,STORE_CHECKLISTS.md,,Нет консоли магазина/подписанного артефакта/reviewer evidence; подробности в checklist.
APPLE-03,APPLE,IOS,release owner,Privacy manifests и required reasons проверены в архиве,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,BLOCKED,STORE_CHECKLISTS.md,,Нет консоли магазина/подписанного артефакта/reviewer evidence; подробности в checklist.
APPLE-04,APPLE,IOS,release owner,App Privacy и privacy policy соответствуют данным,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,FAIL,DEFECTS.md:D07,D07,Отсутствие in-app policy подтверждено; заполнение store-console форм не проверено.
APPLE-05,APPLE,IOS,release owner,Удаление аккаунта доступно в приложении,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,FAIL,DEFECTS.md:D06,D06,
APPLE-06,APPLE,IOS,release owner,"Возраст, метаданные, support и review notes готовы",CODE REVIEW / LOCAL API,3,Существенный пользовательский результат,BLOCKED,STORE_CHECKLISTS.md,,Нет консоли магазина/подписанного артефакта/reviewer evidence; подробности в checklist.
APPLE-07,APPLE,IOS,release owner,Reviewer может войти и проверить роли/лояльность,CODE REVIEW / LOCAL API,5,Критичный бизнес/release результат,BLOCKED,STORE_CHECKLISTS.md,,Нет консоли магазина/подписанного артефакта/reviewer evidence; подробности в checklist.
APPLE-08,APPLE,IOS,release owner,Entitlements и permission descriptions соответствуют поведению,CODE REVIEW / LOCAL API,3,Существенный пользовательский результат,BLOCKED,STORE_CHECKLISTS.md,,Нет консоли магазина/подписанного артефакта/reviewer evidence; подробности в checklist.
UI-01-ANDROID,UI,ANDROID,все,"Все экраны: сетка, типографика, иконки и изображения без артефактов",PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,BLOCKED,evidence/environment.log,,"Нет standalone signed release, устройств и native toolchains; WEB/JS export не заменяет проверку."
UI-02-ANDROID,UI,ANDROID,все,Селекты не перекрываются картой/клавиатурой и читаются,PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,BLOCKED,evidence/environment.log,,"Нет standalone signed release, устройств и native toolchains; WEB/JS export не заменяет проверку."
UI-03-ANDROID,UI,ANDROID,все,Карта и атрибуция не перекрыты и дают понятный fallback,PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,BLOCKED,evidence/environment.log,,"Нет standalone signed release, устройств и native toolchains; WEB/JS export не заменяет проверку."
UI-04-ANDROID,UI,ANDROID,все,"Компактный/большой экран: safe area, длинные строки и scroll без потери действий",PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,BLOCKED,evidence/environment.log,,"Нет standalone signed release, устройств и native toolchains; WEB/JS export не заменяет проверку."
UI-05-ANDROID,UI,ANDROID,все,Loading/empty/error/disabled/selected/success визуально согласованы,PHYSICAL DEVICE / standalone RELEASE,3,Существенный пользовательский результат,BLOCKED,evidence/environment.log,,"Нет standalone signed release, устройств и native toolchains; WEB/JS export не заменяет проверку."
UI-06-ANDROID,UI,ANDROID,все,Системная dark mode не ломает light theme,PHYSICAL DEVICE / standalone RELEASE,3,Существенный пользовательский результат,BLOCKED,evidence/environment.log,,"Нет standalone signed release, устройств и native toolchains; WEB/JS export не заменяет проверку."
UX-10-ANDROID,UX,ANDROID,все,Back/жесты и deep links сохраняют ожидаемое назначение,PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,BLOCKED,evidence/environment.log,,"Нет standalone signed release, устройств и native toolchains; WEB/JS export не заменяет проверку."
UX-11-ANDROID,UX,ANDROID,все,Селекты: выбор/отмена/очистка/повторное открытие и длинные варианты,PHYSICAL DEVICE / standalone RELEASE,3,Существенный пользовательский результат,BLOCKED,evidence/environment.log,,"Нет standalone signed release, устройств и native toolchains; WEB/JS export не заменяет проверку."
UX-12-ANDROID,UX,ANDROID,все,Первый запуск и возвращение после входа сохраняют контекст,PHYSICAL DEVICE / standalone RELEASE,3,Существенный пользовательский результат,BLOCKED,evidence/environment.log,,"Нет standalone signed release, устройств и native toolchains; WEB/JS export не заменяет проверку."
CORE-20-ANDROID,CORE,ANDROID,гость/покупатель; сантехник для заявок,Регистрация/вход/выход и редактирование профиля сквозным путём,PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,BLOCKED,evidence/environment.log,,"Нет standalone signed release, устройств и native toolchains; WEB/JS export не заменяет проверку."
CORE-21-ANDROID,CORE,ANDROID,гость/покупатель; сантехник для заявок,Поиск/категории/фильтры/сортировка/пагинация/товар работают с REAL API,PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,BLOCKED,evidence/environment.log,,"Нет standalone signed release, устройств и native toolchains; WEB/JS export не заменяет проверку."
CORE-22-ANDROID,CORE,ANDROID,гость/покупатель; сантехник для заявок,Корзина и доставка/самовывоз создают заказ и читают историю,PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,BLOCKED,evidence/environment.log,,"Нет standalone signed release, устройств и native toolchains; WEB/JS export не заменяет проверку."
CORE-23-ANDROID,CORE,ANDROID,гость/покупатель; сантехник для заявок,Мастер: заявка/принятие/завершение/отзыв работают сквозным путём,PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,BLOCKED,evidence/environment.log,,"Нет standalone signed release, устройств и native toolchains; WEB/JS export не заменяет проверку."
CORE-24-ANDROID,CORE,ANDROID,гость/покупатель; сантехник для заявок,Фото/ссылки/звонки/карта и возврат из внешних приложений работают,PHYSICAL DEVICE / standalone RELEASE,3,Существенный пользовательский результат,BLOCKED,evidence/environment.log,,"Нет standalone signed release, устройств и native toolchains; WEB/JS export не заменяет проверку."
LOY-20-ANDROID,LOY,ANDROID,подтверждённый сантехник; admin/POS для начисления,Баланс/история/QR/награды совпадают с backend после возврата и входа,PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,BLOCKED,evidence/environment.log,,"Нет standalone signed release, устройств и native toolchains; WEB/JS export не заменяет проверку."
LOY-21-ANDROID,LOY,ANDROID,подтверждённый сантехник; admin/POS для начисления,Два устройства не дают двойного списания/устаревшего баланса,PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,BLOCKED,evidence/environment.log,,"Нет standalone signed release, устройств и native toolchains; WEB/JS export не заменяет проверку."
LOY-22-ANDROID,LOY,ANDROID,подтверждённый сантехник; admin/POS для начисления,Мастер понимает доступные бонусы и причины отказа,PHYSICAL DEVICE / standalone RELEASE,3,Существенный пользовательский результат,BLOCKED,evidence/environment.log,,"Нет standalone signed release, устройств и native toolchains; WEB/JS export не заменяет проверку."
REL-10-ANDROID,REL,ANDROID,все,Offline/timeout/HTTP 401-5xx/retry восстанавливаются без дублей,PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,BLOCKED,evidence/environment.log,,"Нет standalone signed release, устройств и native toolchains; WEB/JS export не заменяет проверку."
REL-11-ANDROID,REL,ANDROID,все,"Background/kill/relaunch восстанавливает сессию, корзину и заказ",PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,BLOCKED,evidence/environment.log,,"Нет standalone signed release, устройств и native toolchains; WEB/JS export не заменяет проверку."
REL-12-ANDROID,REL,ANDROID,все,Отказ карты/медленная сеть сохраняют ручной выбор филиала,PHYSICAL DEVICE / standalone RELEASE,3,Существенный пользовательский результат,BLOCKED,evidence/environment.log,,"Нет standalone signed release, устройств и native toolchains; WEB/JS export не заменяет проверку."
REL-13-ANDROID,REL,ANDROID,все,Чистая установка/обновление standalone release не ломает данные,PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,BLOCKED,evidence/environment.log,,"Нет standalone signed release, устройств и native toolchains; WEB/JS export не заменяет проверку."
PERF-01-ANDROID,PERF,ANDROID,все,Холодный и тёплый старт измерены на физическом устройстве,PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,BLOCKED,evidence/environment.log,,"Нет standalone signed release, устройств и native toolchains; WEB/JS export не заменяет проверку."
PERF-02-ANDROID,PERF,ANDROID,все,Длинные списки/карта/поиск отвечают в согласованном бюджете,PHYSICAL DEVICE / standalone RELEASE,3,Существенный пользовательский результат,BLOCKED,evidence/environment.log,,"Нет standalone signed release, устройств и native toolchains; WEB/JS export не заменяет проверку."
PERF-03-ANDROID,PERF,ANDROID,все,Повторные циклы без crash/ANR/роста памяти,PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,BLOCKED,evidence/environment.log,,"Нет standalone signed release, устройств и native toolchains; WEB/JS export не заменяет проверку."
SEC-20-ANDROID,SEC,ANDROID,все,SecureStore и отсутствие PII после смены пользователя проверены,PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,BLOCKED,evidence/environment.log,,"Нет standalone signed release, устройств и native toolchains; WEB/JS export не заменяет проверку."
SEC-21-ANDROID,SEC,ANDROID,все,Фактические сетевые данные/SDK/разрешения соответствуют privacy,PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,BLOCKED,evidence/environment.log,,"Нет standalone signed release, устройств и native toolchains; WEB/JS export не заменяет проверку."
A11Y-01-ANDROID,A11Y,ANDROID,все,"VoiceOver/TalkBack: имена, роли и фокус обеспечивают основной путь",PHYSICAL DEVICE / standalone RELEASE,5,Критичный бизнес/release результат,BLOCKED,evidence/environment.log,,"Нет standalone signed release, устройств и native toolchains; WEB/JS export не заменяет проверку."
A11Y-02-ANDROID,A11Y,ANDROID,все,"Крупный шрифт, контраст и touch targets позволяют оформить заказ",PHYSICAL DEVICE / standalone RELEASE,3,Существенный пользовательский результат,BLOCKED,evidence/environment.log,,"Нет standalone signed release, устройств и native toolchains; WEB/JS export не заменяет проверку."
